state,year,population_estimate,total_incidents,total_incidents_per_capita,anti_american_indian_or_alaska_native,anti_arab,anti_asian,anti_atheism_agnosticism,anti_bisexual,anti_black_or_african_american,anti_buddhist,anti_catholic,anti_eastern_orthodox_russian_greek_other,anti_female,anti_gay_male,anti_gender_non_conforming,anti_heterosexual,anti_hindu,anti_hispanic_or_latino,anti_islamic_muslim,anti_jehovahs_witness,anti_jewish,anti_lesbian_female,anti_male,anti_mental_disability,anti_mormon,anti_multiple_races_group,anti_multiple_religions_group,anti_native_hawaiian_or_other_pacific_islander,anti_other_christian,anti_other_race_ethnicity_ancestry,anti_other_religion,anti_physical_disability,anti_protestant,anti_sikh,anti_transgender,anti_white,unknown_motivation,anti_lgbtq_grouped
Missouri,2015,6075411,100.0,1.6459791773758188,0.0,0.0,2.0,0.0,0.0,43.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,5.0,0.0,7.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,1.0,1.0,0.0,1.0,2.0,18.0,0.0,10.0
Montana,2015,1031495,45.0,4.362599915656402,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,20.0,0.0,2.0
Nebraska,2015,1892059,19.0,1.0041970149979467,0.0,0.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0
Nevada,2015,2868531,58.0,2.0219408470746876,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,6.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,17.0
New Hampshire,2015,1337480,13.0,0.9719771510602027,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
New Jersey,2015,8870312,330.0,3.7202750027282017,0.0,0.0,6.0,0.0,2.0,124.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,7.0,11.0,0.0,108.0,8.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,19.0,4.0,2.0,1.0,0.0,0.0,11.0,0.0,33.0
New Mexico,2015,2090071,13.0,0.6219884396271705,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
New York,2015,19657321,500.0,2.5435815999545413,0.0,0.0,13.0,0.0,1.0,74.0,0.0,9.0,1.0,0.0,84.0,2.0,1.0,0.0,19.0,33.0,0.0,206.0,16.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,14.0,2.0,1.0,1.0,0.0,1.0,13.0,0.0,106.0
North Carolina,2015,10037218,161.0,1.6040301206967906,0.0,2.0,3.0,0.0,2.0,55.0,0.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,13.0,8.0,0.0,2.0,4.0,0.0,1.0,0.0,10.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,21.0,0.0,36.0
North Dakota,2015,755537,36.0,4.764822900797711,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,4.0
Ohio,2015,11622315,416.0,3.579321331421494,65.0,2.0,5.0,1.0,3.0,116.0,0.0,2.0,0.0,0.0,35.0,0.0,5.0,0.0,5.0,11.0,0.0,11.0,6.0,0.0,3.0,0.0,16.0,5.0,0.0,0.0,33.0,1.0,7.0,8.0,0.0,0.0,67.0,0.0,53.0
Oklahoma,2015,3910518,37.0,0.9461662112282824,5.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0
Oregon,2015,4018542,80.0,1.990771777425743,0.0,1.0,0.0,0.0,1.0,27.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,8.0,1.0,0.0,9.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,17.0
Pennsylvania,2015,12789838,57.0,0.4456663172746989,0.0,2.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,4.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,10.0
Rhode Island,2015,1056886,18.0,1.7031165139854252,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0
South Carolina,2015,4896006,57.0,1.1642142595413485,3.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,7.0
South Dakota,2015,854663,16.0,1.8720829145522853,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0
Tennessee,2015,6595354,221.0,3.3508436393255008,1.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,1.0,1.0,9.0,3.0,2.0,0.0,9.0,8.0,0.0,9.0,3.0,0.0,4.0,6.0,5.0,2.0,0.0,1.0,46.0,0.0,1.0,0.0,1.0,1.0,30.0,0.0,28.0
Texas,2015,27468531,191.0,0.6953411523899841,2.0,0.0,6.0,0.0,1.0,48.0,0.0,1.0,0.0,1.0,27.0,0.0,1.0,0.0,15.0,16.0,0.0,12.0,6.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,10.0,4.0,0.0,1.0,0.0,5.0,22.0,0.0,45.0
Utah,2015,2983626,47.0,1.575264460089837,3.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,14.0,0.0,7.0
Vermont,2015,625810,8.0,1.278343267125805,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
Virginia,2015,8367303,158.0,1.8883025988182813,1.0,0.0,2.0,0.0,2.0,56.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,4.0,7.0,0.0,10.0,3.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,14.0,3.0,0.0,3.0,0.0,0.0,27.0,0.0,24.0
Washington,2015,7167287,275.0,3.8368771893744453,18.0,3.0,7.0,0.0,0.0,77.0,0.0,4.0,0.0,0.0,21.0,1.0,0.0,0.0,12.0,17.0,0.0,12.0,5.0,3.0,1.0,0.0,9.0,3.0,0.0,1.0,10.0,5.0,2.0,1.0,0.0,8.0,24.0,0.0,66.0
West Virginia,2015,1843332,42.0,2.2784826607469517,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,23.0,0.0,5.0
Wisconsin,2015,5762927,45.0,0.7808532018538495,2.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0
Wyoming,2015,586389,2.0,0.3410705180349563,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alabama,2016,4866824,14.0,0.28766193312106625,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Alaska,2016,742575,11.0,1.4813318520014813,2.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Arizona,2016,6944767,217.0,3.1246548660307827,1.0,0.0,3.0,0.0,3.0,59.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,22.0,18.0,0.0,26.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,6.0,1.0,0.0,0.0,0.0,20.0,0.0,52.0
Arkansas,2016,2991815,12.0,0.40109431900033926,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
California,2016,39149186,931.0,2.378082650300826,9.0,19.0,23.0,0.0,1.0,251.0,0.0,12.0,1.0,2.0,153.0,2.0,4.0,1.0,84.0,37.0,0.0,82.0,18.0,1.0,0.0,2.0,34.0,4.0,5.0,15.0,40.0,14.0,2.0,2.0,1.0,25.0,58.0,0.0,230.0
Colorado,2016,5543844,105.0,1.8939926881059426,1.0,2.0,2.0,0.0,2.0,26.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,17.0,3.0,0.0,11.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,17.0,0.0,22.0
Connecticut,2016,3579830,108.0,3.016903037295067,3.0,0.0,3.0,0.0,1.0,34.0,0.0,4.0,0.0,0.0,5.0,0.0,4.0,0.0,6.0,2.0,0.0,20.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,11.0,0.0,10.0
Delaware,2016,949989,15.0,1.5789656511812244,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
District of Columbia,2016,687576,115.0,16.72542380769544,0.0,2.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,9.0,5.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,20.0,9.0,0.0,62.0
Florida,2016,20627237,110.0,0.5332754939500622,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,31.0,1.0,0.0,0.0,4.0,7.0,0.0,10.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,41.0
Georgia,2016,10308442,39.0,0.3783306924557562,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,12.0
Idaho,2016,1684036,27.0,1.6032911410444906,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0
Illinois,2016,12821709,111.0,0.8657192266647138,1.0,3.0,3.0,1.0,0.0,41.0,0.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,10.0,5.0,0.0,5.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,24.0
Indiana,2016,6637898,79.0,1.190135792987479,0.0,3.0,3.0,0.0,0.0,39.0,0.0,3.0,2.0,0.0,7.0,0.0,0.0,1.0,3.0,2.0,0.0,2.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0
Iowa,2016,3133210,17.0,0.5425745481471079,0.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Kansas,2016,2912977,52.0,1.7851153647969071,1.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,5.0
Kentucky,2016,4440306,214.0,4.81948766594014,15.0,2.0,2.0,0.0,0.0,51.0,0.0,1.0,15.0,1.0,10.0,1.0,1.0,1.0,7.0,12.0,1.0,8.0,6.0,0.0,1.0,0.0,3.0,1.0,0.0,3.0,5.0,3.0,1.0,0.0,0.0,3.0,54.0,0.0,26.0
Louisiana,2016,4681346,26.0,0.5553958199201683,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,3.0
Maine,2016,1332348,41.0,3.077274105564012,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0
Maryland,2016,6007014,39.0,0.649241037227481,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0
Massachusetts,2016,6827280,399.0,5.844201497521707,0.0,10.0,10.0,0.0,0.0,124.0,1.0,2.0,0.0,7.0,51.0,4.0,1.0,2.0,28.0,16.0,1.0,69.0,18.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,3.0,0.0,0.0,12.0,37.0,0.0,76.0
Michigan,2016,9954117,406.0,4.0787143651214866,3.0,1.0,7.0,0.0,2.0,170.0,0.0,4.0,0.0,3.0,22.0,0.0,0.0,0.0,10.0,20.0,0.0,13.0,9.0,2.0,5.0,0.0,8.0,5.0,0.0,0.0,12.0,4.0,1.0,1.0,0.0,0.0,77.0,0.0,60.0
Minnesota,2016,5525360,119.0,2.1537058218830993,2.0,2.0,6.0,0.0,1.0,36.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,8.0,14.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,3.0,0.0,1.0,0.0,0.0,13.0,0.0,13.0
Mississippi,2016,2990595,20.0,0.6687632394222555,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,2.0
Missouri,2016,6091384,89.0,1.461080109216559,1.0,1.0,0.0,0.0,0.0,34.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,6.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,9.0
Montana,2016,1042137,21.0,2.015090146497054,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,4.0
Nebraska,2016,1906483,31.0,1.6260307592567045,0.0,1.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0
Nevada,2016,2919555,43.0,1.4728271945553346,0.0,1.0,2.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,6.0
New Hampshire,2016,1343694,29.0,2.158229477842425,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0
New Jersey,2016,8873584,283.0,3.189241235559386,1.0,0.0,8.0,0.0,1.0,89.0,0.0,4.0,1.0,0.0,21.0,0.0,3.0,3.0,9.0,17.0,0.0,79.0,5.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,11.0,3.0,1.0,1.0,0.0,0.0,11.0,0.0,31.0
New Mexico,2016,2092555,26.0,1.242500197127435,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0
New York,2016,19636391,595.0,3.030088370108336,0.0,1.0,11.0,0.0,0.0,76.0,0.0,15.0,0.0,1.0,85.0,6.0,0.0,1.0,9.0,41.0,0.0,242.0,18.0,0.0,0.0,0.0,3.0,3.0,0.0,4.0,30.0,4.0,1.0,1.0,0.0,18.0,25.0,0.0,127.0
North Carolina,2016,10161802,148.0,1.4564345969346775,0.0,0.0,3.0,0.0,2.0,57.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,6.0,13.0,0.0,4.0,6.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,2.0,24.0,0.0,28.0
North Dakota,2016,756114,13.0,1.719317457420442,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Ohio,2016,11640060,471.0,4.046370894995387,77.0,2.0,1.0,1.0,2.0,122.0,0.0,3.0,0.0,1.0,36.0,0.0,1.0,0.0,14.0,15.0,0.0,8.0,4.0,0.0,20.0,0.0,5.0,2.0,0.0,0.0,31.0,5.0,4.0,1.0,0.0,1.0,93.0,0.0,65.0
Oklahoma,2016,3928143,35.0,0.8910062591916843,3.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,5.0
Oregon,2016,4093271,108.0,2.6384766608416594,1.0,3.0,3.0,0.0,1.0,31.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,9.0,5.0,0.0,15.0,3.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,6.0,1.0,2.0,0.0,0.0,1.0,4.0,0.0,18.0
Pennsylvania,2016,12788468,72.0,0.5630072343301793,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,8.0,1.0,0.0,9.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,18.0
Rhode Island,2016,1057816,12.0,1.134412790126071,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0
South Carolina,2016,4963031,30.0,0.6044693252973837,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,6.0,0.0,4.0
South Dakota,2016,863693,18.0,2.0840738549461437,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Tennessee,2016,6651277,149.0,2.2401713234917144,0.0,2.0,0.0,0.0,1.0,61.0,1.0,1.0,2.0,0.0,13.0,0.0,2.0,0.0,3.0,4.0,0.0,1.0,2.0,0.0,3.0,5.0,2.0,0.0,0.0,3.0,1.0,1.0,3.0,0.0,1.0,0.0,30.0,0.0,24.0
Texas,2016,27914064,179.0,0.6412538138481019,1.0,0.0,4.0,0.0,1.0,43.0,0.0,0.0,2.0,1.0,24.0,0.0,1.0,0.0,21.0,12.0,0.0,6.0,8.0,0.0,3.0,0.0,5.0,1.0,0.0,1.0,8.0,1.0,2.0,0.0,1.0,8.0,22.0,0.0,44.0
Utah,2016,3044241,67.0,2.2008770002112183,9.0,0.0,1.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,21.0,0.0,7.0
Vermont,2016,624366,25.0,4.00406172020898,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,2.0
Virginia,2016,8417651,127.0,1.5087344438490025,1.0,0.0,3.0,1.0,2.0,41.0,0.0,2.0,0.0,0.0,11.0,0.0,1.0,0.0,5.0,6.0,0.0,5.0,2.0,0.0,4.0,0.0,5.0,4.0,0.0,0.0,10.0,2.0,0.0,2.0,0.0,0.0,13.0,0.0,22.0
Washington,2016,7299961,395.0,5.410987812126668,16.0,2.0,8.0,0.0,1.0,112.0,0.0,3.0,2.0,3.0,33.0,3.0,0.0,0.0,19.0,22.0,0.0,19.0,3.0,0.0,2.0,0.0,19.0,1.0,1.0,3.0,8.0,8.0,0.0,1.0,3.0,11.0,61.0,0.0,85.0
West Virginia,2016,1832435,41.0,2.2374599917595988,3.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,7.0
Wisconsin,2016,5775170,39.0,0.6753047962224489,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,5.0
Wyoming,2016,585243,3.0,0.5126075835165905,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alabama,2017,4877989,14.0,0.28700351722810363,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
Alaska,2017,740983,4.0,0.5398234507404354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Arizona,2017,7048088,264.0,3.745696705262477,3.0,0.0,2.0,0.0,2.0,86.0,0.0,1.0,0.0,1.0,45.0,0.0,0.0,0.0,28.0,3.0,0.0,39.0,5.0,0.0,1.0,0.0,24.0,2.0,0.0,0.0,3.0,4.0,4.0,0.0,0.0,12.0,30.0,0.0,52.0
Arkansas,2017,3003855,24.0,0.798973319284719,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0
California,2017,39337785,1094.0,2.7810411796190353,5.0,15.0,37.0,0.0,3.0,303.0,1.0,20.0,0.0,4.0,174.0,2.0,6.0,2.0,126.0,46.0,2.0,104.0,20.0,0.0,2.0,1.0,22.0,3.0,3.0,4.0,45.0,12.0,2.0,7.0,5.0,27.0,47.0,0.0,270.0
Colorado,2017,5617421,78.0,1.3885375513069076,0.0,1.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,16.0,5.0,2.0,13.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,16.0
