state,year,population_estimate,total_incidents,total_incidents_per_capita,anti_american_indian_or_alaska_native,anti_arab,anti_asian,anti_atheism_agnosticism,anti_bisexual,anti_black_or_african_american,anti_buddhist,anti_catholic,anti_eastern_orthodox_russian_greek_other,anti_female,anti_gay_male,anti_gender_non_conforming,anti_heterosexual,anti_hindu,anti_hispanic_or_latino,anti_islamic_muslim,anti_jehovahs_witness,anti_jewish,anti_lesbian_female,anti_male,anti_mental_disability,anti_mormon,anti_multiple_races_group,anti_multiple_religions_group,anti_native_hawaiian_or_other_pacific_islander,anti_other_christian,anti_other_race_ethnicity_ancestry,anti_other_religion,anti_physical_disability,anti_protestant,anti_sikh,anti_transgender,anti_white,unknown_motivation,anti_lgbtq_grouped
South Dakota,2006,783033,88.0,11.238351384935246,5.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,48.0,0.0,7.0
Tennessee,2006,6088766,206.0,3.3832799618182077,2.0,0.0,5.0,0.0,2.0,66.0,0.0,2.0,0.0,0.0,23.0,0.0,2.0,0.0,12.0,1.0,0.0,19.0,9.0,0.0,2.0,0.0,5.0,4.0,0.0,0.0,10.0,6.0,1.0,5.0,0.0,0.0,22.0,0.0,42.0
Texas,2006,23359580,243.0,1.0402584293039516,0.0,0.0,4.0,0.0,0.0,92.0,0.0,1.0,0.0,0.0,37.0,0.0,0.0,0.0,33.0,5.0,0.0,15.0,4.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,13.0,3.0,0.0,2.0,0.0,0.0,23.0,0.0,47.0
Utah,2006,2525507,37.0,1.465052363743201,2.0,0.0,1.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,6.0,0.0,8.0
Vermont,2006,622892,27.0,4.3346198056806,1.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0
Virginia,2006,7673725,341.0,4.443734952712014,3.0,0.0,8.0,2.0,0.0,135.0,0.0,5.0,0.0,0.0,19.0,0.0,1.0,0.0,18.0,4.0,0.0,20.0,7.0,0.0,30.0,0.0,8.0,6.0,0.0,0.0,6.0,5.0,2.0,5.0,0.0,0.0,46.0,0.0,37.0
Washington,2006,6370753,177.0,2.7783214951199646,1.0,0.0,6.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,12.0,4.0,0.0,19.0,4.0,0.0,2.0,0.0,10.0,3.0,0.0,0.0,9.0,3.0,0.0,1.0,0.0,0.0,9.0,0.0,37.0
West Virginia,2006,1827912,35.0,1.9147530078034392,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0
Wisconsin,2006,5577655,85.0,1.523937927318918,4.0,0.0,2.0,0.0,1.0,26.0,0.0,5.0,0.0,0.0,10.0,0.0,1.0,0.0,9.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,0.0,0.0,11.0,0.0,12.0
Wyoming,2006,522667,5.0,0.9566320429642583,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Alabama,2007,4672840,7.0,0.14980183357444296,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Alaska,2007,680300,8.0,1.175951785976775,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Arizona,2007,6167681,161.0,2.610381438339629,1.0,0.0,5.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,18.0,2.0,0.0,15.0,2.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,11.0,4.0,1.0,0.0,0.0,0.0,6.0,0.0,27.0
Arkansas,2007,2848650,33.0,1.1584434732241589,1.0,0.0,3.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0
California,2007,36250311,1400.0,3.8620358319132766,1.0,0.0,54.0,2.0,2.0,496.0,0.0,10.0,0.0,0.0,132.0,0.0,2.0,0.0,160.0,13.0,0.0,135.0,26.0,0.0,1.0,0.0,50.0,9.0,0.0,0.0,96.0,24.0,2.0,11.0,0.0,0.0,73.0,0.0,261.0
Colorado,2007,4803868,158.0,3.2890162677242585,4.0,0.0,7.0,0.0,1.0,46.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,27.0,4.0,0.0,7.0,4.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,8.0,3.0,1.0,0.0,0.0,0.0,14.0,0.0,32.0
Connecticut,2007,3527270,144.0,4.0824773833588015,2.0,0.0,4.0,0.0,0.0,50.0,0.0,4.0,0.0,0.0,10.0,0.0,2.0,0.0,5.0,1.0,0.0,26.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,9.0,2.0,1.0,1.0,0.0,0.0,10.0,0.0,20.0
Delaware,2007,871749,49.0,5.620883992984219,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,9.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0
District of Columbia,2007,574404,41.0,7.137833301996505,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
Florida,2007,18367842,166.0,0.9037534186106347,0.0,0.0,2.0,0.0,0.0,55.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,19.0,4.0,0.0,1.0,0.0,0.0,24.0,0.0,25.0
Georgia,2007,9349988,13.0,0.1390376115990737,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Idaho,2007,1505105,38.0,2.5247407988147006,1.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0
Illinois,2007,12695866,167.0,1.3153888045132172,0.0,0.0,1.0,1.0,1.0,69.0,0.0,2.0,0.0,0.0,15.0,0.0,0.0,0.0,10.0,0.0,0.0,16.0,4.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,29.0
Indiana,2007,6379599,41.0,0.6426736225897585,0.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,3.0
Iowa,2007,2999212,28.0,0.9335785533000002,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0
Kansas,2007,2783785,111.0,3.9873768987188307,1.0,0.0,1.0,0.0,0.0,46.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,5.0,3.0,1.0,1.0,0.0,0.0,11.0,0.0,19.0
Kentucky,2007,4256672,49.0,1.1511340314687155,0.0,0.0,0.0,0.0,1.0,29.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0
Louisiana,2007,4375581,31.0,0.7084773427803074,6.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0
Maine,2007,1327040,72.0,5.425608873884737,2.0,0.0,0.0,0.0,1.0,30.0,0.0,2.0,0.0,0.0,13.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,22.0
Maryland,2007,5653408,151.0,2.6709552892697643,0.0,0.0,4.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,5.0,0.0,0.0,35.0,4.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,18.0
Massachusetts,2007,6431559,353.0,5.488560394143939,0.0,0.0,12.0,0.0,0.0,116.0,0.0,1.0,0.0,0.0,70.0,0.0,0.0,0.0,20.0,2.0,0.0,53.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,1.0,1.0,0.0,0.0,43.0,0.0,80.0
Michigan,2007,10001284,636.0,6.35918348084106,3.0,0.0,16.0,0.0,6.0,226.0,0.0,2.0,0.0,0.0,36.0,0.0,2.0,0.0,19.0,30.0,0.0,22.0,7.0,0.0,4.0,0.0,6.0,6.0,0.0,0.0,34.0,8.0,1.0,6.0,0.0,0.0,180.0,0.0,72.0
Minnesota,2007,5207203,157.0,3.0150543391529,5.0,0.0,6.0,0.0,1.0,48.0,0.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,21.0,4.0,0.0,9.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0,4.0,2.0,0.0,0.0,0.0,17.0,0.0,27.0
Missouri,2007,5887612,114.0,1.9362688981542941,0.0,0.0,1.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,9.0
Montana,2007,964706,21.0,2.1768290028257313,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0
Nebraska,2007,1783440,45.0,2.5232135647961242,1.0,0.0,3.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,9.0
Nevada,2007,2601072,63.0,2.42207828157006,1.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,14.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,8.0
New Hampshire,2007,1312540,48.0,3.657031404757188,1.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,3.0,0.0,0.0,10.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,10.0
New Jersey,2007,8677885,748.0,8.619611806332994,2.0,0.0,17.0,0.0,0.0,293.0,0.0,1.0,0.0,0.0,58.0,0.0,4.0,0.0,37.0,10.0,0.0,229.0,14.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,27.0,4.0,2.0,1.0,0.0,0.0,31.0,0.0,81.0
New Mexico,2007,1990070,14.0,0.703492841960333,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
New York,2007,19132335,498.0,2.602923270996457,0.0,0.0,9.0,0.0,0.0,83.0,0.0,10.0,0.0,0.0,60.0,0.0,0.0,0.0,9.0,9.0,0.0,232.0,6.0,0.0,0.0,0.0,18.0,4.0,0.0,0.0,14.0,12.0,1.0,4.0,0.0,0.0,19.0,0.0,74.0
North Carolina,2007,9118037,75.0,0.8225454667490383,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,12.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,10.0
North Dakota,2007,652822,14.0,2.144535570186054,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0
Ohio,2007,11500468,306.0,2.660761283801668,0.0,0.0,2.0,1.0,3.0,113.0,0.0,5.0,0.0,0.0,26.0,0.0,2.0,0.0,20.0,4.0,0.0,12.0,3.0,0.0,14.0,0.0,2.0,1.0,0.0,0.0,23.0,3.0,1.0,1.0,0.0,0.0,50.0,0.0,52.0
Oklahoma,2007,3634349,30.0,0.8254573239939257,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
Oregon,2007,3722417,169.0,4.540060933527866,1.0,0.0,4.0,0.0,1.0,46.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,19.0,4.0,0.0,11.0,4.0,0.0,0.0,0.0,20.0,7.0,0.0,0.0,8.0,3.0,1.0,1.0,0.0,0.0,6.0,0.0,37.0
Pennsylvania,2007,12563937,78.0,0.6208245074772343,0.0,0.0,2.0,0.0,1.0,29.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,22.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0
Rhode Island,2007,1057315,49.0,4.634380482637624,4.0,0.0,4.0,0.0,2.0,9.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0
South Carolina,2007,4444110,117.0,2.6326981105328175,1.0,0.0,1.0,1.0,0.0,45.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,11.0,3.0,0.0,1.0,1.0,0.0,3.0,0.0,4.0,7.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,19.0,0.0,17.0
South Dakota,2007,791623,37.0,4.673942015328003,7.0,0.0,0.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0
Tennessee,2007,6175727,239.0,3.869989719428984,1.0,0.0,4.0,0.0,2.0,81.0,0.0,2.0,0.0,0.0,29.0,0.0,2.0,0.0,29.0,2.0,0.0,10.0,9.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,9.0,10.0,3.0,6.0,0.0,0.0,30.0,0.0,47.0
Texas,2007,23831983,242.0,1.0154421476383229,1.0,0.0,6.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,32.0,4.0,0.0,12.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,14.0,3.0,0.0,1.0,0.0,0.0,18.0,0.0,46.0
Utah,2007,2597746,57.0,2.194209903508657,2.0,0.0,1.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,9.0,0.0,2.0,0.0,0.0,6.0,0.0,9.0
Vermont,2007,623481,21.0,3.3681860393500362,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0
Virginia,2007,7751000,296.0,3.8188620823119597,0.0,0.0,6.0,0.0,0.0,110.0,0.0,7.0,0.0,0.0,19.0,0.0,1.0,0.0,20.0,4.0,0.0,23.0,6.0,0.0,6.0,0.0,13.0,9.0,0.0,0.0,14.0,5.0,0.0,2.0,0.0,0.0,44.0,0.0,32.0
Washington,2007,6461587,196.0,3.033310547393388,1.0,0.0,8.0,0.0,1.0,75.0,0.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,16.0,2.0,0.0,6.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,18.0,5.0,1.0,2.0,0.0,0.0,15.0,0.0,39.0
West Virginia,2007,1834052,44.0,2.3990595686490894,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,10.0
Wisconsin,2007,5610775,69.0,1.229776635135075,1.0,0.0,2.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,17.0,0.0,9.0
Wyoming,2007,534876,21.0,3.926143629551522,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0
Alabama,2008,4718206,11.0,0.23313946021008833,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Alaska,2008,687455,8.0,1.1637125339113106,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Arizona,2008,6280362,185.0,2.9456900732792155,4.0,0.0,3.0,0.0,0.0,55.0,0.0,2.0,0.0,0.0,21.0,0.0,0.0,0.0,36.0,4.0,0.0,22.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,5.0,0.0,1.0,0.0,0.0,8.0,0.0,25.0
Arkansas,2008,2874554,92.0,3.200496494412698,0.0,0.0,0.0,0.0,1.0,41.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,25.0,0.0,11.0
California,2008,36604337,1382.0,3.775508896664349,1.0,0.0,37.0,1.0,2.0,457.0,0.0,12.0,0.0,0.0,154.0,0.0,3.0,0.0,147.0,11.0,0.0,184.0,22.0,0.0,2.0,0.0,47.0,15.0,0.0,0.0,69.0,63.0,2.0,8.0,0.0,0.0,42.0,0.0,281.0
Colorado,2008,4889730,164.0,3.353968419524186,2.0,0.0,4.0,0.0,1.0,55.0,0.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,22.0,0.0,0.0,13.0,4.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,12.0,7.0,2.0,2.0,0.0,0.0,12.0,0.0,24.0
Connecticut,2008,3545579,179.0,5.048540731993279,3.0,0.0,3.0,0.0,0.0,71.0,0.0,6.0,0.0,0.0,12.0,0.0,1.0,0.0,13.0,1.0,0.0,21.0,3.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,18.0,0.0,21.0
Delaware,2008,883874,62.0,7.01457447554742,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,6.0,2.0,0.0,10.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,6.0,0.0,5.0
District of Columbia,2008,580236,42.0,7.238434016503629,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,30.0
Florida,2008,18527305,153.0,0.825808178793408,1.0,0.0,0.0,0.0,0.0,51.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,26.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,7.0,3.0,0.0,4.0,0.0,0.0,9.0,0.0,31.0
Georgia,2008,9504843,12.0,0.12625142782474155,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0
Idaho,2008,1534320,30.0,1.9552635695291727,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0
Illinois,2008,12747038,120.0,0.9413951696072452,0.0,0.0,2.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,9.0,2.0,0.0,15.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,23.0
Indiana,2008,6424806,61.0,0.9494450104796939,1.0,0.0,2.0,0.0,0.0,31.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,12.0
Iowa,2008,3016734,33.0,1.0938982356415912,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Kansas,2008,2808076,115.0,4.0953307531562535,1.0,0.0,2.0,0.0,2.0,50.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,7.0,4.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,22.0
Kentucky,2008,4289878,79.0,1.8415442117468144,0.0,0.0,1.0,0.0,0.0,44.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,15.0
Louisiana,2008,4435586,67.0,1.5105106743505818,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,31.0,0.0,3.0
Maine,2008,1330509,63.0,4.735029977249308,0.0,0.0,2.0,0.0,0.0,24.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,20.0
Maryland,2008,5684965,100.0,1.7590257811613617,0.0,0.0,1.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,6.0,1.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0
Massachusetts,2008,6468967,336.0,5.194028660217311,0.0,0.0,17.0,0.0,0.0,109.0,0.0,4.0,0.0,0.0,56.0,0.0,0.0,0.0,20.0,6.0,0.0,51.0,11.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,67.0
Michigan,2008,9946889,577.0,5.8008086749535455,3.0,0.0,6.0,0.0,3.0,206.0,0.0,4.0,0.0,0.0,29.0,0.0,8.0,0.0,26.0,14.0,0.0,24.0,8.0,0.0,4.0,0.0,16.0,3.0,0.0,0.0,22.0,5.0,3.0,2.0,0.0,0.0,173.0,0.0,57.0
Minnesota,2008,5247018,164.0,3.1255848560077357,3.0,0.0,9.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,14.0,2.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,1.0,0.0,0.0,0.0,18.0,0.0,30.0
