state,year,population_estimate,total_incidents,anti_american_indian_or_alaska_native,anti_arab,anti_asian,anti_atheism_agnosticism,anti_bisexual,anti_black_or_african_american,anti_buddhist,anti_catholic,anti_eastern_orthodox_russian_greek_other,anti_female,anti_gay_male,anti_gender_non_conforming,anti_heterosexual,anti_hindu,anti_hispanic_or_latino,anti_islamic_muslim,anti_jehovahs_witness,anti_jewish,anti_lesbian_female,anti_male,anti_mental_disability,anti_mormon,anti_multiple_races_group,anti_multiple_religions_group,anti_native_hawaiian_or_other_pacific_islander,anti_other_christian,anti_other_race_ethnicity_ancestry,anti_other_religion,anti_physical_disability,anti_protestant,anti_sikh,anti_transgender,anti_white,unknown_motivation,anti_lgbtq_grouped
North Carolina,2016,10161802,148.0,0.0,0.0,3.0,0.0,2.0,57.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,6.0,13.0,0.0,4.0,6.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,2.0,24.0,0.0,28.0
North Dakota,2016,756114,13.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Ohio,2016,11640060,471.0,77.0,2.0,1.0,1.0,2.0,122.0,0.0,3.0,0.0,1.0,36.0,0.0,1.0,0.0,14.0,15.0,0.0,8.0,4.0,0.0,20.0,0.0,5.0,2.0,0.0,0.0,31.0,5.0,4.0,1.0,0.0,1.0,93.0,0.0,65.0
Oklahoma,2016,3928143,35.0,3.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,5.0
Oregon,2016,4093271,108.0,1.0,3.0,3.0,0.0,1.0,31.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,9.0,5.0,0.0,15.0,3.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,6.0,1.0,2.0,0.0,0.0,1.0,4.0,0.0,18.0
Pennsylvania,2016,12788468,72.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,8.0,1.0,0.0,9.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,18.0
Rhode Island,2016,1057816,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0
South Carolina,2016,4963031,30.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,6.0,0.0,4.0
South Dakota,2016,863693,18.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Tennessee,2016,6651277,149.0,0.0,2.0,0.0,0.0,1.0,61.0,1.0,1.0,2.0,0.0,13.0,0.0,2.0,0.0,3.0,4.0,0.0,1.0,2.0,0.0,3.0,5.0,2.0,0.0,0.0,3.0,1.0,1.0,3.0,0.0,1.0,0.0,30.0,0.0,24.0
Texas,2016,27914064,179.0,1.0,0.0,4.0,0.0,1.0,43.0,0.0,0.0,2.0,1.0,24.0,0.0,1.0,0.0,21.0,12.0,0.0,6.0,8.0,0.0,3.0,0.0,5.0,1.0,0.0,1.0,8.0,1.0,2.0,0.0,1.0,8.0,22.0,0.0,44.0
Utah,2016,3044241,67.0,9.0,0.0,1.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,21.0,0.0,7.0
Vermont,2016,624366,25.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,2.0
Virginia,2016,8417651,127.0,1.0,0.0,3.0,1.0,2.0,41.0,0.0,2.0,0.0,0.0,11.0,0.0,1.0,0.0,5.0,6.0,0.0,5.0,2.0,0.0,4.0,0.0,5.0,4.0,0.0,0.0,10.0,2.0,0.0,2.0,0.0,0.0,13.0,0.0,22.0
Washington,2016,7299961,395.0,16.0,2.0,8.0,0.0,1.0,112.0,0.0,3.0,2.0,3.0,33.0,3.0,0.0,0.0,19.0,22.0,0.0,19.0,3.0,0.0,2.0,0.0,19.0,1.0,1.0,3.0,8.0,8.0,0.0,1.0,3.0,11.0,61.0,0.0,85.0
West Virginia,2016,1832435,41.0,3.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,7.0
Wisconsin,2016,5775170,39.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,5.0
Wyoming,2016,585243,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alabama,2017,4877989,14.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
Alaska,2017,740983,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Arizona,2017,7048088,264.0,3.0,0.0,2.0,0.0,2.0,86.0,0.0,1.0,0.0,1.0,45.0,0.0,0.0,0.0,28.0,3.0,0.0,39.0,5.0,0.0,1.0,0.0,24.0,2.0,0.0,0.0,3.0,4.0,4.0,0.0,0.0,12.0,30.0,0.0,52.0
Arkansas,2017,3003855,24.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0
California,2017,39337785,1094.0,5.0,15.0,37.0,0.0,3.0,303.0,1.0,20.0,0.0,4.0,174.0,2.0,6.0,2.0,126.0,46.0,2.0,104.0,20.0,0.0,2.0,1.0,22.0,3.0,3.0,4.0,45.0,12.0,2.0,7.0,5.0,27.0,47.0,0.0,270.0
Colorado,2017,5617421,78.0,0.0,1.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,16.0,5.0,2.0,13.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,16.0
Connecticut,2017,3575324,110.0,1.0,2.0,9.0,1.0,2.0,33.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,0.0,7.0,4.0,0.0,16.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,0.0,19.0
Delaware,2017,957942,29.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0
District of Columbia,2017,697079,194.0,0.0,6.0,1.0,0.0,0.0,41.0,0.0,1.0,0.0,0.0,44.0,0.0,0.0,0.0,13.0,1.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,1.0,0.0,0.0,13.0,22.0,0.0,70.0
Florida,2017,20977089,145.0,0.0,2.0,0.0,0.0,0.0,41.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,0.0,14.0,5.0,0.0,33.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,9.0,0.0,32.0
Georgia,2017,10417031,27.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0
Hawaii,2017,1425763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2017,1719745,41.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0
Illinois,2017,12779893,85.0,0.0,2.0,0.0,0.0,0.0,29.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,11.0,0.0,13.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,15.0
Indiana,2017,6662068,97.0,0.0,2.0,1.0,0.0,0.0,32.0,0.0,11.0,0.0,0.0,7.0,0.0,0.0,0.0,6.0,1.0,0.0,4.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,16.0
Iowa,2017,3143734,10.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Kansas,2017,2910892,77.0,1.0,0.0,2.0,2.0,0.0,18.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,3.0,0.0,3.0,5.0,0.0,5.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,9.0,0.0,11.0
Kentucky,2017,4455590,380.0,156.0,9.0,6.0,2.0,0.0,53.0,2.0,2.0,4.0,8.0,10.0,0.0,6.0,2.0,6.0,1.0,1.0,11.0,4.0,8.0,9.0,3.0,9.0,2.0,4.0,4.0,14.0,2.0,4.0,0.0,0.0,3.0,29.0,0.0,25.0
Louisiana,2017,4673673,42.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,9.0,0.0,2.0
Maine,2017,1335743,32.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0
Maryland,2017,6028186,102.0,0.0,0.0,2.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,7.0,0.0,17.0,1.0,1.0,1.0,0.0,5.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,6.0,3.0,0.0,22.0
Massachusetts,2017,6863560,434.0,3.0,10.0,9.0,0.0,0.0,148.0,7.0,3.0,0.0,5.0,44.0,1.0,0.0,0.0,30.0,17.0,0.0,99.0,10.0,4.0,9.0,0.0,2.0,0.0,1.0,1.0,11.0,2.0,2.0,2.0,0.0,6.0,26.0,0.0,66.0
Michigan,2017,9976752,454.0,9.0,13.0,2.0,0.0,3.0,134.0,1.0,3.0,2.0,2.0,18.0,0.0,1.0,1.0,12.0,24.0,1.0,29.0,8.0,6.0,2.0,0.0,14.0,2.0,2.0,3.0,14.0,4.0,0.0,8.0,2.0,0.0,106.0,0.0,57.0
Minnesota,2017,5569283,144.0,1.0,2.0,5.0,1.0,4.0,46.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,5.0,10.0,0.0,15.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,21.0,0.0,21.0
Mississippi,2017,2990674,49.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
Missouri,2017,6111382,104.0,0.0,0.0,2.0,0.0,0.0,46.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,7.0,3.0,0.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,20.0,0.0,14.0
Montana,2017,1053862,21.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0
Nebraska,2017,1916998,41.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,5.0
Nevada,2017,2972097,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
New Hampshire,2017,1350395,15.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
New Jersey,2017,8888147,504.0,2.0,0.0,10.0,0.0,2.0,198.0,0.0,6.0,0.0,0.0,31.0,0.0,9.0,0.0,11.0,16.0,0.0,156.0,1.0,0.0,4.0,0.0,16.0,0.0,0.0,0.0,13.0,5.0,0.0,2.0,0.0,0.0,14.0,0.0,43.0
New Mexico,2017,2092844,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
New York,2017,19593849,554.0,0.0,21.0,11.0,0.0,0.0,102.0,0.0,8.0,0.0,0.0,54.0,1.0,0.0,2.0,13.0,26.0,0.0,237.0,6.0,0.0,0.0,0.0,8.0,5.0,0.0,1.0,16.0,5.0,1.0,0.0,0.0,14.0,18.0,0.0,80.0
North Carolina,2017,10275758,166.0,1.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,14.0,3.0,0.0,15.0,3.0,0.0,4.0,0.0,11.0,3.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,31.0,0.0,23.0
North Dakota,2017,756755,15.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
Ohio,2017,11665706,384.0,19.0,0.0,3.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,27.0,1.0,2.0,0.0,16.0,17.0,0.0,11.0,9.0,0.0,27.0,0.0,13.0,2.0,1.0,0.0,29.0,3.0,4.0,4.0,0.0,1.0,66.0,0.0,54.0
Oklahoma,2017,3933602,29.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,8.0
Oregon,2017,4147294,150.0,2.0,4.0,1.0,0.0,0.0,47.0,0.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,14.0,7.0,1.0,15.0,1.0,1.0,3.0,2.0,10.0,0.0,0.0,0.0,9.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,28.0
Pennsylvania,2017,12794679,76.0,0.0,0.0,5.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,14.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,9.0,0.0,8.0
Rhode Island,2017,1056554,11.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
South Carolina,2017,5027102,83.0,0.0,0.0,1.0,0.0,1.0,33.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,5.0,0.0,16.0,0.0,10.0
South Dakota,2017,873732,15.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Tennessee,2017,6714748,135.0,1.0,0.0,1.0,0.0,0.0,61.0,0.0,0.0,0.0,2.0,8.0,0.0,1.0,0.0,8.0,7.0,0.0,3.0,4.0,0.0,6.0,2.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,14.0,0.0,20.0
Texas,2017,28291024,184.0,8.0,3.0,2.0,0.0,2.0,51.0,2.0,1.0,0.0,0.0,31.0,1.0,0.0,1.0,11.0,7.0,0.0,8.0,6.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,12.0,3.0,3.0,0.0,0.0,5.0,23.0,0.0,49.0
Utah,2017,3103540,47.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,7.0,2.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,2.0,3.0,0.0,15.0
Vermont,2017,625132,31.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,7.0
Virginia,2017,8471011,216.0,0.0,0.0,3.0,0.0,3.0,67.0,0.0,0.0,1.0,27.0,14.0,1.0,0.0,0.0,10.0,7.0,0.0,23.0,3.0,0.0,2.0,0.0,7.0,6.0,0.0,0.0,8.0,3.0,5.0,3.0,0.0,0.0,12.0,0.0,32.0
Washington,2017,7427951,511.0,22.0,10.0,12.0,0.0,2.0,122.0,0.0,5.0,5.0,3.0,20.0,2.0,2.0,2.0,33.0,17.0,0.0,45.0,2.0,3.0,1.0,1.0,15.0,2.0,0.0,2.0,22.0,7.0,0.0,2.0,1.0,15.0,90.0,0.0,87.0
West Virginia,2017,1818683,38.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,2.0
Wisconsin,2017,5793147,42.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,14.0
Wyoming,2017,579994,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
Alabama,2018,4891628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alaska,2018,736624,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Arizona,2018,7164228,169.0,0.0,0.0,1.0,0.0,1.0,59.0,0.0,2.0,0.0,2.0,27.0,0.0,0.0,0.0,12.0,4.0,0.0,26.0,6.0,0.0,1.0,0.0,13.0,8.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,14.0,0.0,41.0
Arkansas,2018,3012161,22.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0
California,2018,39437463,1065.0,2.0,16.0,34.0,1.0,3.0,277.0,0.0,10.0,0.0,4.0,171.0,1.0,1.0,5.0,149.0,28.0,1.0,125.0,24.0,0.0,4.0,1.0,24.0,5.0,3.0,6.0,43.0,17.0,3.0,1.0,0.0,19.0,48.0,0.0,257.0
Colorado,2018,5697155,97.0,1.0,2.0,2.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,17.0,5.0,1.0,7.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,3.0,5.0,0.0,23.0
Connecticut,2018,3574561,93.0,1.0,0.0,2.0,0.0,2.0,28.0,0.0,0.0,0.0,1.0,8.0,0.0,2.0,1.0,7.0,1.0,0.0,8.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,19.0,0.0,12.0
Delaware,2018,966985,21.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0
District of Columbia,2018,704147,213.0,0.0,1.0,2.0,0.0,0.0,26.0,0.0,0.0,0.0,1.0,54.0,2.0,0.0,1.0,26.0,6.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,31.0,20.0,0.0,101.0
Florida,2018,21254926,141.0,0.0,1.0,4.0,0.0,0.0,47.0,1.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,6.0,2.0,1.0,23.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,12.0,0.0,40.0
Georgia,2018,10519389,37.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0
Hawaii,2018,1423102,44.0,0.0,0.0,6.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,10.0
Idaho,2018,1752074,24.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Illinois,2018,12724685,111.0,0.0,2.0,2.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,12.0,5.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,6.0,10.0,0.0,27.0
Indiana,2018,6698481,100.0,0.0,0.0,1.0,0.0,1.0,39.0,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,1.0,0.0,5.0,3.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,20.0,0.0,10.0
Iowa,2018,3149900,15.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
Kansas,2018,2912748,75.0,0.0,0.0,1.0,0.0,0.0,16.0,0.0,0.0,14.0,0.0,4.0,0.0,0.0,0.0,8.0,1.0,0.0,2.0,2.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,13.0,0.0,8.0
Kentucky,2018,4464273,234.0,70.0,12.0,0.0,0.0,0.0,59.0,0.0,0.0,2.0,6.0,6.0,0.0,1.0,0.0,11.0,0.0,1.0,3.0,2.0,2.0,3.0,0.0,6.0,3.0,0.0,3.0,14.0,5.0,0.0,0.0,0.0,3.0,16.0,0.0,23.0
Louisiana,2018,4664450,45.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,6.0
