state,year,population_estimate,total_incidents,anti_american_indian_or_alaska_native,anti_arab,anti_asian,anti_atheism_agnosticism,anti_bisexual,anti_black_or_african_american,anti_buddhist,anti_catholic,anti_eastern_orthodox_russian_greek_other,anti_female,anti_gay_male,anti_gender_non_conforming,anti_heterosexual,anti_hindu,anti_hispanic_or_latino,anti_islamic_muslim,anti_jehovahs_witness,anti_jewish,anti_lesbian_female,anti_male,anti_mental_disability,anti_mormon,anti_multiple_races_group,anti_multiple_religions_group,anti_native_hawaiian_or_other_pacific_islander,anti_other_christian,anti_other_race_ethnicity_ancestry,anti_other_religion,anti_physical_disability,anti_protestant,anti_sikh,anti_transgender,anti_white,unknown_motivation,anti_lgbtq_grouped
Vermont,2014,625693,15.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0
Virginia,2014,8315430,123.0,3.0,0.0,4.0,0.0,0.0,46.0,0.0,1.0,0.0,0.0,12.0,0.0,2.0,0.0,5.0,5.0,0.0,9.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,15.0,0.0,21.0
Washington,2014,7057531,304.0,33.0,0.0,12.0,1.0,0.0,66.0,0.0,2.0,0.0,3.0,19.0,0.0,1.0,0.0,13.0,9.0,0.0,13.0,5.0,5.0,2.0,0.0,10.0,7.0,1.0,0.0,15.0,15.0,1.0,3.0,0.0,0.0,54.0,0.0,41.0
West Virginia,2014,1850569,29.0,0.0,0.0,1.0,0.0,1.0,9.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,4.0
Wisconsin,2014,5753199,53.0,1.0,0.0,1.0,0.0,0.0,14.0,0.0,3.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,11.0,0.0,9.0
Wyoming,2014,583159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,2015,4854803,10.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Alaska,2015,738430,8.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
Arizona,2015,6832810,276.0,6.0,0.0,3.0,0.0,0.0,97.0,0.0,1.0,0.0,0.0,43.0,0.0,0.0,0.0,17.0,7.0,0.0,28.0,5.0,0.0,2.0,0.0,5.0,8.0,0.0,0.0,5.0,7.0,3.0,1.0,0.0,0.0,29.0,0.0,57.0
Arkansas,2015,2979732,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
California,2015,38904296,837.0,2.0,10.0,19.0,1.0,4.0,230.0,1.0,11.0,0.0,1.0,108.0,2.0,3.0,0.0,81.0,41.0,1.0,97.0,25.0,0.0,0.0,1.0,17.0,9.0,1.0,0.0,33.0,26.0,4.0,3.0,0.0,24.0,34.0,0.0,211.0
Colorado,2015,5454328,107.0,1.0,0.0,5.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,14.0,1.0,0.0,7.0,5.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,6.0,4.0,2.0,2.0,0.0,3.0,10.0,0.0,23.0
Connecticut,2015,3588561,93.0,3.0,1.0,5.0,0.0,1.0,30.0,0.0,2.0,0.0,0.0,6.0,0.0,1.0,0.0,6.0,1.0,0.0,11.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,10.0,0.0,8.0
Delaware,2015,942065,11.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
District of Columbia,2015,677014,65.0,0.0,2.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,6.0,0.0,37.0
Florida,2015,20219111,72.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,6.0,2.0,0.0,9.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,14.0
Georgia,2015,10183353,44.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,6.0
Hawaii,2015,1422999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2015,1652495,34.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,6.0
Illinois,2015,12859585,90.0,0.0,4.0,1.0,0.0,1.0,41.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,5.0,2.0,0.0,5.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,0.0,18.0
Indiana,2015,6611442,63.0,3.0,0.0,1.0,1.0,0.0,25.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,0.0,2.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,12.0
Iowa,2015,3122541,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Kansas,2015,2910717,62.0,0.0,0.0,1.0,0.0,0.0,31.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,8.0
Kentucky,2015,4429126,188.0,2.0,1.0,1.0,0.0,0.0,49.0,0.0,0.0,38.0,0.0,10.0,0.0,1.0,0.0,8.0,9.0,0.0,3.0,3.0,0.0,2.0,0.0,6.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,41.0,0.0,19.0
Louisiana,2015,4666998,40.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,8.0,0.0,7.0
Maine,2015,1329098,38.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,13.0
Maryland,2015,5988528,41.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0
Massachusetts,2015,6797484,416.0,1.0,10.0,16.0,0.0,0.0,113.0,0.0,2.0,0.0,11.0,55.0,33.0,0.0,4.0,19.0,13.0,0.0,57.0,16.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,11.0,7.0,3.0,0.0,0.0,12.0,29.0,0.0,118.0
Michigan,2015,9934483,309.0,4.0,0.0,5.0,0.0,1.0,122.0,0.0,5.0,0.0,0.0,27.0,0.0,1.0,0.0,9.0,22.0,0.0,8.0,6.0,1.0,3.0,0.0,4.0,1.0,0.0,0.0,5.0,3.0,8.0,9.0,0.0,0.0,50.0,0.0,50.0
Minnesota,2015,5484002,109.0,0.0,0.0,3.0,0.0,6.0,39.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,1.0,13.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,31.0
Mississippi,2015,2990231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,2015,6075411,100.0,0.0,0.0,2.0,0.0,0.0,43.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,5.0,0.0,7.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,1.0,1.0,0.0,1.0,2.0,18.0,0.0,10.0
Montana,2015,1031495,45.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,20.0,0.0,2.0
Nebraska,2015,1892059,19.0,0.0,0.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0
Nevada,2015,2868531,58.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,6.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,17.0
New Hampshire,2015,1337480,13.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
New Jersey,2015,8870312,330.0,0.0,0.0,6.0,0.0,2.0,124.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,7.0,11.0,0.0,108.0,8.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,19.0,4.0,2.0,1.0,0.0,0.0,11.0,0.0,33.0
New Mexico,2015,2090071,13.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
New York,2015,19657321,500.0,0.0,0.0,13.0,0.0,1.0,74.0,0.0,9.0,1.0,0.0,84.0,2.0,1.0,0.0,19.0,33.0,0.0,206.0,16.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,14.0,2.0,1.0,1.0,0.0,1.0,13.0,0.0,106.0
North Carolina,2015,10037218,161.0,0.0,2.0,3.0,0.0,2.0,55.0,0.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,13.0,8.0,0.0,2.0,4.0,0.0,1.0,0.0,10.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,21.0,0.0,36.0
North Dakota,2015,755537,36.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,4.0
Ohio,2015,11622315,416.0,65.0,2.0,5.0,1.0,3.0,116.0,0.0,2.0,0.0,0.0,35.0,0.0,5.0,0.0,5.0,11.0,0.0,11.0,6.0,0.0,3.0,0.0,16.0,5.0,0.0,0.0,33.0,1.0,7.0,8.0,0.0,0.0,67.0,0.0,53.0
Oklahoma,2015,3910518,37.0,5.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0
Oregon,2015,4018542,80.0,0.0,1.0,0.0,0.0,1.0,27.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,8.0,1.0,0.0,9.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,17.0
Pennsylvania,2015,12789838,57.0,0.0,2.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,4.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,10.0
Rhode Island,2015,1056886,18.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0
South Carolina,2015,4896006,57.0,3.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,7.0
South Dakota,2015,854663,16.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0
Tennessee,2015,6595354,221.0,1.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,1.0,1.0,9.0,3.0,2.0,0.0,9.0,8.0,0.0,9.0,3.0,0.0,4.0,6.0,5.0,2.0,0.0,1.0,46.0,0.0,1.0,0.0,1.0,1.0,30.0,0.0,28.0
Texas,2015,27468531,191.0,2.0,0.0,6.0,0.0,1.0,48.0,0.0,1.0,0.0,1.0,27.0,0.0,1.0,0.0,15.0,16.0,0.0,12.0,6.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,10.0,4.0,0.0,1.0,0.0,5.0,22.0,0.0,45.0
Utah,2015,2983626,47.0,3.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,14.0,0.0,7.0
Vermont,2015,625810,8.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
Virginia,2015,8367303,158.0,1.0,0.0,2.0,0.0,2.0,56.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,4.0,7.0,0.0,10.0,3.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,14.0,3.0,0.0,3.0,0.0,0.0,27.0,0.0,24.0
Washington,2015,7167287,275.0,18.0,3.0,7.0,0.0,0.0,77.0,0.0,4.0,0.0,0.0,21.0,1.0,0.0,0.0,12.0,17.0,0.0,12.0,5.0,3.0,1.0,0.0,9.0,3.0,0.0,1.0,10.0,5.0,2.0,1.0,0.0,8.0,24.0,0.0,66.0
West Virginia,2015,1843332,42.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,23.0,0.0,5.0
Wisconsin,2015,5762927,45.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0
Wyoming,2015,586389,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alabama,2016,4866824,14.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Alaska,2016,742575,11.0,2.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Arizona,2016,6944767,217.0,1.0,0.0,3.0,0.0,3.0,59.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,22.0,18.0,0.0,26.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,6.0,1.0,0.0,0.0,0.0,20.0,0.0,52.0
Arkansas,2016,2991815,12.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
California,2016,39149186,931.0,9.0,19.0,23.0,0.0,1.0,251.0,0.0,12.0,1.0,2.0,153.0,2.0,4.0,1.0,84.0,37.0,0.0,82.0,18.0,1.0,0.0,2.0,34.0,4.0,5.0,15.0,40.0,14.0,2.0,2.0,1.0,25.0,58.0,0.0,230.0
Colorado,2016,5543844,105.0,1.0,2.0,2.0,0.0,2.0,26.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,17.0,3.0,0.0,11.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,17.0,0.0,22.0
Connecticut,2016,3579830,108.0,3.0,0.0,3.0,0.0,1.0,34.0,0.0,4.0,0.0,0.0,5.0,0.0,4.0,0.0,6.0,2.0,0.0,20.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,11.0,0.0,10.0
Delaware,2016,949989,15.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
District of Columbia,2016,687576,115.0,0.0,2.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,9.0,5.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,20.0,9.0,0.0,62.0
Florida,2016,20627237,110.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,31.0,1.0,0.0,0.0,4.0,7.0,0.0,10.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,41.0
Georgia,2016,10308442,39.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,12.0
Hawaii,2016,1428885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2016,1684036,27.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0
Illinois,2016,12821709,111.0,1.0,3.0,3.0,1.0,0.0,41.0,0.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,10.0,5.0,0.0,5.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,24.0
Indiana,2016,6637898,79.0,0.0,3.0,3.0,0.0,0.0,39.0,0.0,3.0,2.0,0.0,7.0,0.0,0.0,1.0,3.0,2.0,0.0,2.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0
Iowa,2016,3133210,17.0,0.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Kansas,2016,2912977,52.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,5.0
Kentucky,2016,4440306,214.0,15.0,2.0,2.0,0.0,0.0,51.0,0.0,1.0,15.0,1.0,10.0,1.0,1.0,1.0,7.0,12.0,1.0,8.0,6.0,0.0,1.0,0.0,3.0,1.0,0.0,3.0,5.0,3.0,1.0,0.0,0.0,3.0,54.0,0.0,26.0
Louisiana,2016,4681346,26.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,3.0
Maine,2016,1332348,41.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0
Maryland,2016,6007014,39.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0
Massachusetts,2016,6827280,399.0,0.0,10.0,10.0,0.0,0.0,124.0,1.0,2.0,0.0,7.0,51.0,4.0,1.0,2.0,28.0,16.0,1.0,69.0,18.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,3.0,0.0,0.0,12.0,37.0,0.0,76.0
Michigan,2016,9954117,406.0,3.0,1.0,7.0,0.0,2.0,170.0,0.0,4.0,0.0,3.0,22.0,0.0,0.0,0.0,10.0,20.0,0.0,13.0,9.0,2.0,5.0,0.0,8.0,5.0,0.0,0.0,12.0,4.0,1.0,1.0,0.0,0.0,77.0,0.0,60.0
Minnesota,2016,5525360,119.0,2.0,2.0,6.0,0.0,1.0,36.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,8.0,14.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,3.0,0.0,1.0,0.0,0.0,13.0,0.0,13.0
Mississippi,2016,2990595,20.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,2.0
Missouri,2016,6091384,89.0,1.0,1.0,0.0,0.0,0.0,34.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,6.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,9.0
Montana,2016,1042137,21.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,4.0
Nebraska,2016,1906483,31.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0
Nevada,2016,2919555,43.0,0.0,1.0,2.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,6.0
New Hampshire,2016,1343694,29.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0
New Jersey,2016,8873584,283.0,1.0,0.0,8.0,0.0,1.0,89.0,0.0,4.0,1.0,0.0,21.0,0.0,3.0,3.0,9.0,17.0,0.0,79.0,5.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,11.0,3.0,1.0,1.0,0.0,0.0,11.0,0.0,31.0
New Mexico,2016,2092555,26.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0
New York,2016,19636391,595.0,0.0,1.0,11.0,0.0,0.0,76.0,0.0,15.0,0.0,1.0,85.0,6.0,0.0,1.0,9.0,41.0,0.0,242.0,18.0,0.0,0.0,0.0,3.0,3.0,0.0,4.0,30.0,4.0,1.0,1.0,0.0,18.0,25.0,0.0,127.0
