state,year,total_incidents,anti_american_indian_or_alaska_native,anti_arab,anti_asian,anti_atheism_agnosticism,anti_bisexual,anti_black_or_african_american,anti_buddhist,anti_catholic,anti_eastern_orthodox_russian_greek_other,anti_female,anti_gay_male,anti_gender_non_conforming,anti_heterosexual,anti_hindu,anti_hispanic_or_latino,anti_islamic_muslim,anti_jehovahs_witness,anti_jewish,anti_lesbian_female,anti_male,anti_mental_disability,anti_mormon,anti_multiple_races_group,anti_multiple_religions_group,anti_native_hawaiian_or_other_pacific_islander,anti_other_christian,anti_other_race_ethnicity_ancestry,anti_other_religion,anti_physical_disability,anti_protestant,anti_sikh,anti_transgender,anti_white,unknown_motivation,anti_lgbtq_grouped
Wyoming,2001,10,0,0,0,0,0,2,0,0,0,0,4,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Alabama,2002,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Alaska,2002,7,2,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Arizona,2002,241,3,0,9,0,0,69,0,5,0,0,37,0,0,0,28,6,0,14,6,0,1,0,15,1,0,0,20,6,1,1,0,0,11,0,51
California,2002,1648,3,4,70,0,0,482,0,8,0,0,267,0,2,0,156,14,0,175,40,0,4,0,35,10,0,0,195,26,3,6,0,0,91,0,364
Colorado,2002,96,0,0,7,0,0,37,0,0,0,0,6,0,0,0,10,3,0,13,3,0,0,0,2,0,0,0,4,1,0,0,0,0,7,0,12
Connecticut,2002,140,0,2,6,0,1,52,0,1,0,0,13,0,0,0,9,1,0,20,5,0,2,0,2,0,0,0,11,0,0,1,0,0,8,0,25
Delaware,2002,13,0,0,0,0,0,5,0,0,0,0,4,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
District of Columbia,2002,14,0,3,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9
Florida,2002,257,0,0,1,0,1,82,0,1,0,0,0,0,0,0,1,9,0,22,0,0,0,0,11,0,0,0,34,5,0,4,0,0,40,0,47
Georgia,2002,31,0,0,0,0,0,12,0,0,0,0,6,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,9
Idaho,2002,43,3,0,1,0,0,7,0,1,0,0,1,0,0,0,8,2,0,3,1,0,0,0,0,1,0,0,2,6,0,1,0,0,5,0,3
Illinois,2002,158,0,6,2,0,0,53,0,0,0,0,33,0,0,0,4,2,0,25,1,0,0,0,6,0,0,0,2,0,0,0,0,0,23,0,35
Indiana,2002,78,0,0,3,0,0,35,0,0,0,0,10,0,0,0,4,1,0,4,4,0,0,0,3,0,0,0,4,0,0,0,0,0,10,0,14
Iowa,2002,47,0,1,0,0,0,21,0,0,0,0,4,0,0,0,0,0,0,5,1,0,0,0,5,1,0,0,4,0,0,2,0,0,1,0,7
Kansas,2002,56,1,0,4,0,0,29,0,0,0,0,6,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,1,0,1,0,0,9,0,8
Kentucky,2002,79,0,0,1,0,0,39,0,0,0,0,12,0,0,0,9,1,0,0,2,0,0,0,5,0,0,0,2,0,0,1,0,0,4,0,17
Louisiana,2002,15,0,0,0,0,0,10,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Maine,2002,36,0,0,0,0,0,21,0,0,0,0,8,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9
Maryland,2002,217,0,0,4,0,0,116,0,2,0,0,10,0,0,0,6,3,0,33,2,0,1,0,5,2,0,0,11,3,0,4,0,0,12,0,15
Massachusetts,2002,427,7,16,31,0,0,113,0,10,0,0,82,0,0,0,18,12,0,57,14,0,0,0,1,0,0,0,9,9,1,3,0,0,43,0,97
Michigan,2002,421,6,0,5,0,0,158,0,3,0,0,19,0,2,0,14,31,0,23,11,0,1,0,15,1,0,0,27,7,0,5,0,0,76,0,47
Minnesota,2002,203,4,0,9,0,0,96,0,0,0,0,22,0,2,0,1,3,0,9,5,0,0,0,0,0,0,0,11,1,3,1,0,0,36,0,27
Mississippi,2002,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Missouri,2002,65,0,0,1,0,0,37,0,0,0,0,3,0,0,0,2,5,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,4
Montana,2002,13,3,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Nebraska,2002,56,1,0,2,0,0,18,0,0,0,0,3,0,0,0,11,0,0,7,3,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,6
Nevada,2002,62,1,0,2,0,0,20,0,0,0,0,5,0,0,0,7,2,0,3,4,0,1,0,2,0,0,0,3,5,0,0,0,0,5,0,11
New Hampshire,2002,30,0,0,3,0,0,6,0,0,0,0,5,0,0,0,2,0,0,2,4,0,2,0,1,0,0,0,1,3,1,0,0,0,0,0,9
New Jersey,2002,570,0,14,7,0,2,197,0,3,0,0,19,0,0,0,40,13,0,189,8,0,0,0,5,0,0,0,34,8,0,3,0,0,23,0,34
New Mexico,2002,15,1,0,1,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,5
New York,2002,693,0,0,5,0,0,136,0,0,0,0,67,0,0,0,25,0,0,247,14,0,1,0,6,0,0,0,70,84,0,0,0,0,32,0,87
North Carolina,2002,62,1,0,0,0,0,21,0,0,0,0,6,0,0,0,5,1,0,1,0,0,0,0,4,0,0,0,3,5,0,0,0,0,11,0,10
North Dakota,2002,18,10,0,0,0,0,4,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Ohio,2002,265,0,5,2,0,0,122,0,0,0,0,21,0,0,0,21,11,0,5,9,0,1,0,3,0,0,0,12,1,0,2,0,0,48,0,32
Oklahoma,2002,44,3,0,2,0,0,24,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,7,0,0,2,0,0,0,0,1
Oregon,2002,61,0,0,3,0,0,16,0,0,0,0,5,0,1,0,14,1,0,6,2,0,0,0,0,0,0,0,5,1,0,2,0,0,3,0,9
Pennsylvania,2002,96,1,0,3,0,0,51,0,0,0,0,3,0,0,0,6,2,0,13,1,0,0,0,2,0,0,0,4,1,0,0,0,0,8,0,5
Rhode Island,2002,38,0,0,0,0,0,6,0,1,0,0,14,0,0,0,0,1,0,5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,19
South Carolina,2002,71,0,0,1,1,0,26,0,2,0,0,3,0,1,0,3,1,0,0,0,0,13,0,1,0,0,0,3,1,5,0,0,0,9,0,4
South Dakota,2002,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Tennessee,2002,130,3,0,3,0,1,51,0,1,0,0,17,0,1,0,6,5,0,1,1,0,1,0,1,0,0,0,2,3,3,0,0,0,22,0,27
Texas,2002,343,0,17,10,0,1,128,0,0,0,0,39,0,0,0,43,11,0,15,5,0,0,0,2,1,0,0,19,4,2,0,0,0,41,0,50
Utah,2002,54,1,1,1,0,0,11,0,4,0,0,4,0,0,0,6,2,0,3,1,0,0,0,5,1,0,0,2,4,0,0,0,0,4,0,9
Vermont,2002,18,0,0,0,0,0,3,0,1,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,0,0,1,0,6
Virginia,2002,291,5,6,11,1,9,90,0,5,0,0,14,0,0,0,6,5,0,11,4,0,0,0,7,3,0,0,9,8,0,8,0,0,78,0,39
Washington,2002,173,3,6,5,0,0,63,0,1,0,0,24,0,0,0,5,4,0,10,7,0,1,0,9,0,0,0,15,3,1,2,0,0,9,0,36
West Virginia,2002,42,0,0,0,0,0,20,0,0,0,0,1,0,0,0,0,2,0,1,2,0,0,0,1,2,0,0,1,0,0,0,0,0,11,0,4
Wisconsin,2002,34,0,0,4,0,0,8,0,0,0,0,6,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,14
Wyoming,2002,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alabama,2003,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,2003,13,6,0,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
Arizona,2003,247,3,0,0,1,0,68,0,6,0,0,31,0,0,0,22,9,0,26,1,0,1,0,21,3,0,0,32,8,3,0,0,0,7,0,37
Arkansas,2003,173,3,0,0,0,0,46,0,0,0,0,5,0,3,0,11,0,0,1,0,0,3,0,1,0,0,0,1,1,1,0,0,0,96,0,6
California,2003,1472,2,0,66,0,1,463,0,10,0,0,218,0,0,0,103,19,0,155,47,0,0,0,34,2,0,0,161,27,1,7,0,0,85,0,337
Colorado,2003,86,3,0,0,1,0,22,0,1,0,0,9,0,0,0,20,1,0,6,1,0,1,0,0,2,0,0,4,0,1,0,0,0,12,0,12
Connecticut,2003,147,0,0,3,0,0,66,0,2,0,0,14,0,0,0,8,2,0,22,1,0,0,0,2,0,0,0,7,1,1,1,0,0,10,0,23
Delaware,2003,20,0,0,1,0,0,9,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,4
District of Columbia,2003,32,0,0,0,0,0,3,0,0,0,0,15,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,18
Florida,2003,231,0,0,2,0,0,64,0,0,0,0,0,0,0,0,0,4,0,21,0,0,0,0,6,0,0,0,46,5,0,4,0,0,33,0,46
Georgia,2003,23,2,0,0,0,0,11,0,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3
Idaho,2003,20,0,0,2,0,0,6,0,0,0,0,1,0,0,0,2,0,0,3,0,0,1,0,1,0,0,0,3,0,0,0,0,0,1,0,1
Illinois,2003,208,0,0,9,0,0,78,0,0,0,0,25,0,0,0,8,5,0,27,2,0,1,0,3,0,0,0,21,1,1,1,0,0,21,0,32
Indiana,2003,65,0,0,4,0,0,26,0,0,0,0,11,0,0,0,6,3,0,2,2,0,0,0,1,0,0,0,2,0,0,1,0,0,5,0,15
Iowa,2003,38,0,0,1,0,1,16,0,0,0,0,8,0,0,0,3,0,0,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3,0,9
Kansas,2003,49,0,0,0,0,0,17,0,0,0,0,3,0,0,0,3,1,0,3,3,0,0,0,0,0,0,0,5,0,0,0,0,0,11,0,9
Kentucky,2003,81,1,0,2,1,0,42,0,2,0,0,11,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,8,0,14
Louisiana,2003,6,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3
Maine,2003,77,2,0,3,0,0,30,0,0,0,0,16,0,0,0,2,1,0,7,6,0,0,0,1,0,0,0,3,0,0,1,0,0,1,0,26
Maryland,2003,248,2,0,7,1,0,135,0,1,0,0,12,0,2,0,7,6,0,42,3,0,0,0,6,0,0,0,3,1,0,1,0,0,16,0,18
Massachusetts,2003,401,15,7,30,0,0,95,0,8,0,0,56,0,0,0,30,5,0,49,13,0,0,0,0,0,0,0,24,7,0,3,0,0,58,0,72
Michigan,2003,421,2,0,6,3,0,167,0,8,0,0,22,0,2,0,24,18,0,12,6,0,0,0,8,1,0,0,26,5,0,2,0,0,100,0,37
Minnesota,2003,215,4,0,19,0,0,101,0,1,0,0,24,0,0,0,1,5,0,13,12,0,0,0,0,0,0,0,4,2,0,1,0,0,28,0,36
Mississippi,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Missouri,2003,55,0,0,0,0,0,32,0,0,0,0,4,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,5,2,0,1,0,0,8,0,5
Montana,2003,5,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Nebraska,2003,44,1,0,2,0,0,12,0,0,0,0,4,0,0,0,4,3,0,3,0,0,0,0,3,1,0,0,5,0,0,0,0,0,5,0,5
Nevada,2003,97,0,0,3,0,0,37,0,0,0,0,9,0,0,0,12,1,0,7,2,0,0,0,1,0,0,0,12,3,0,0,0,0,7,0,14
New Hampshire,2003,32,0,0,1,0,0,10,0,0,0,0,8,0,0,0,0,0,0,5,3,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,11
New Jersey,2003,594,0,0,12,0,1,202,0,9,0,0,32,0,1,0,24,17,0,199,6,0,0,0,9,0,0,0,33,13,0,3,0,0,30,0,42
New Mexico,2003,11,1,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2
New York,2003,603,1,0,12,1,0,130,0,14,0,0,49,0,1,0,25,12,0,210,15,0,0,0,3,6,0,0,69,9,0,4,0,0,35,0,71
North Carolina,2003,77,0,0,0,0,0,37,0,0,0,0,7,0,0,0,6,0,0,4,1,0,0,0,4,0,0,0,6,0,0,0,0,0,10,0,10
North Dakota,2003,10,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
Ohio,2003,244,0,0,2,0,1,108,0,1,0,0,11,0,2,0,11,9,0,8,7,0,0,0,7,1,0,0,19,1,3,1,0,0,39,0,32
Oklahoma,2003,38,1,0,1,0,0,19,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,4,0,0,0,0,0,7,0,1
Oregon,2003,103,2,0,7,0,0,29,0,1,0,0,18,0,0,0,5,0,0,3,12,0,0,0,4,0,0,0,7,1,1,0,0,0,10,0,33
Pennsylvania,2003,118,0,0,2,0,1,59,0,0,0,0,12,0,0,0,2,2,0,16,3,0,0,0,5,0,0,0,0,0,0,0,0,0,13,0,19
Rhode Island,2003,45,0,0,5,0,0,8,0,1,0,0,15,0,0,0,0,1,0,2,6,0,0,0,1,0,0,0,3,0,0,0,0,0,2,0,22
South Carolina,2003,64,1,0,2,0,0,20,0,0,0,0,3,0,1,0,3,0,0,1,0,0,1,0,3,0,0,0,1,1,18,1,0,0,6,0,5
South Dakota,2003,10,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
Tennessee,2003,161,5,0,4,0,0,67,0,0,0,0,16,0,2,0,8,5,0,8,3,0,0,0,3,0,0,0,7,2,2,2,0,0,22,0,24
Texas,2003,290,0,1,8,0,0,119,0,3,0,0,41,0,0,0,28,4,0,21,6,0,0,0,4,1,0,0,25,1,0,1,0,0,20,0,54
Utah,2003,60,0,1,0,0,0,11,0,1,0,0,3,0,0,0,9,3,0,1,1,0,0,0,1,0,0,0,2,7,0,0,0,0,17,0,7
Vermont,2003,27,0,0,1,0,0,5,0,0,0,0,3,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,9,0,6
Virginia,2003,285,2,5,6,1,3,99,0,4,0,0,13,0,1,0,11,5,0,19,3,0,2,0,12,4,0,0,12,4,1,7,0,0,55,0,35
Washington,2003,223,4,0,10,0,0,66,0,1,0,0,37,0,0,0,19,4,0,12,7,0,0,0,4,0,0,0,27,4,3,2,0,0,15,0,52
West Virginia,2003,31,0,0,0,0,0,11,0,0,0,0,1,0,1,0,1,1,0,1,5,0,0,0,0,0,0,0,0,1,0,1,0,0,7,0,7
Wisconsin,2003,31,1,0,2,0,0,12,0,0,0,0,7,0,0,0,2,0,0,2,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,9
Wyoming,2003,12,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Alabama,2004,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,2004,9,1,0,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arizona,2004,225,2,0,5,0,0,73,0,0,0,0,19,0,0,0,24,8,0,28,6,0,0,0,11,5,0,0,21,2,1,1,0,0,11,0,33
Arkansas,2004,83,3,0,2,0,0,28,0,0,0,0,1,0,3,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,40,0,1
California,2004,1393,3,0,69,0,1,500,0,9,0,0,189,0,1,0,137,29,0,142,37,0,2,0,45,3,0,0,105,19,2,3,0,0,61,0,263
Colorado,2004,60,2,0,3,0,0,23,0,1,0,0,3,0,0,0,12,2,0,7,0,0,0,0,1,2,0,0,1,1,0,1,0,0,1,0,3
Connecticut,2004,120,1,0,2,0,0,48,0,1,0,0,16,0,0,0,8,1,0,22,2,0,0,0,4,1,0,0,9,0,0,1,0,0,3,0,20
Delaware,2004,37,0,0,1,0,0,18,0,0,0,0,7,0,0,0,3,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,9
District of Columbia,2004,49,0,0,2,0,0,5,0,0,0,0,23,0,0,0,2,0,0,2,5,0,0,0,3,0,0,0,2,0,0,0,0,0,4,0,29
Florida,2004,274,1,0,3,0,0,90,0,0,0,0,1,0,1,0,0,3,0,24,0,0,0,0,2,0,0,0,43,6,0,2,0,0,55,0,44
Georgia,2004,29,0,0,0,0,0,9,0,0,0,0,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,12
Idaho,2004,37,0,0,0,2,0,10,0,0,0,0,1,0,0,0,3,0,0,5,0,0,0,0,3,3,0,0,3,4,0,0,0,0,0,0,4
Illinois,2004,188,0,0,5,0,0,84,0,0,0,0,25,0,0,0,8,5,0,16,3,0,0,0,3,0,0,0,13,1,0,0,0,0,18,0,35
Indiana,2004,82,0,0,3,0,0,39,0,0,0,0,12,0,0,0,9,1,0,6,3,0,1,0,0,0,0,0,1,1,0,1,0,0,5,0,15
Iowa,2004,27,0,0,0,0,0,15,0,0,0,0,2,0,0,0,3,1,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,4
Kansas,2004,49,0,0,3,0,0,18,0,2,0,0,6,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,13
Kentucky,2004,71,1,0,1,0,1,36,0,2,0,0,9,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,4,4,0,0,0,0,6,0,11
Louisiana,2004,24,0,0,0,0,0,7,0,3,0,0,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,3
Maine,2004,68,1,0,0,0,0,22,0,0,0,0,24,0,0,0,1,0,0,5,6,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,35
Maryland,2004,245,1,0,2,0,0,124,0,2,0,0,17,0,1,0,10,3,0,39,1,0,0,0,11,1,0,0,9,9,0,3,0,0,12,0,18
Massachusetts,2004,358,16,0,25,0,2,102,0,7,0,0,47,0,0,0,16,6,0,57,10,0,0,0,0,0,0,0,16,7,0,3,0,0,37,0,66
Michigan,2004,559,5,0,6,2,2,204,0,2,0,0,23,0,3,0,25,20,0,13,14,0,8,0,7,2,0,0,26,8,5,7,0,0,147,0,70
Minnesota,2004,239,6,0,19,0,0,96,0,1,0,0,25,0,3,0,0,15,0,14,6,0,1,0,0,0,0,0,16,1,0,0,0,0,36,0,31
Mississippi,2004,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Missouri,2004,71,1,0,1,0,0,39,0,0,0,0,5,0,1,0,2,1,0,2,3,0,0,0,2,0,0,0,2,0,0,1,0,0,9,0,10
Montana,2004,50,8,0,0,0,0,10,0,2,0,0,4,0,1,0,2,0,0,1,2,0,3,0,1,0,0,0,1,1,2,2,0,0,10,0,6
Nebraska,2004,59,1,0,6,0,0,15,0,0,0,0,4,0,1,0,5,3,0,2,1,0,0,0,5,0,0,0,6,2,0,0,0,0,6,0,7
Nevada,2004,81,0,0,2,0,0,32,0,0,0,0,9,0,0,0,9,0,0,14,0,0,0,0,2,0,0,0,5,1,0,0,0,0,6,0,10
New Hampshire,2004,49,0,0,1,0,2,14,0,0,0,0,10,0,0,0,2,0,0,6,0,0,0,0,2,0,0,0,2,1,0,0,0,0,6,0,15
New Jersey,2004,769,2,0,8,0,0,265,0,6,0,0,37,0,1,0,24,11,0,296,9,0,1,0,13,0,0,0,36,5,0,0,0,0,47,0,54
New Mexico,2004,22,5,0,2,0,0,3,0,0,0,0,3,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,4
New York,2004,386,0,0,4,0,0,86,0,6,0,0,27,0,0,0,26,5,0,147,5,0,0,0,3,1,0,0,40,12,0,2,0,0,18,0,36
North Carolina,2004,67,1,0,2,0,0,32,0,0,0,0,6,0,1,0,1,0,0,5,2,0,0,0,4,0,0,0,4,0,0,0,0,0,8,0,9
North Dakota,2004,10,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ohio,2004,354,0,0,4,1,1,135,0,2,0,0,27,0,5,0,17,6,0,15,7,0,1,0,8,0,0,0,41,7,0,4,0,0,56,0,52
Oklahoma,2004,51,0,0,0,0,0,34,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,4,0,0,1,0,0,3,0,4
Oregon,2004,155,1,0,1,0,0,48,0,0,0,0,19,0,0,0,23,2,0,10,8,0,0,0,9,2,0,0,12,4,0,0,0,0,11,0,32
Pennsylvania,2004,99,0,0,0,0,0,44,0,0,0,0,9,0,0,0,2,1,0,11,1,0,0,0,6,1,0,0,2,0,0,0,0,0,15,0,17
Rhode Island,2004,29,0,0,3,0,0,10,0,0,0,0,5,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,7
South Carolina,2004,102,2,0,0,0,1,26,0,1,0,0,6,0,1,0,4,2,0,2,3,0,5,0,3,3,0,0,3,1,10,1,0,0,21,0,17
South Dakota,2004,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2
Tennessee,2004,136,2,0,4,0,1,64,0,1,0,0,9,0,0,0,9,2,0,2,1,0,5,0,11,6,0,0,3,1,1,0,0,0,9,0,17
Texas,2004,297,2,0,3,0,1,112,0,2,0,0,36,0,1,0,28,7,0,20,10,0,1,0,2,3,0,0,25,2,1,2,0,0,34,0,53
Utah,2004,60,1,0,1,0,1,9,0,2,0,0,3,0,0,0,15,0,0,4,0,0,0,0,4,0,0,0,4,4,0,0,0,0,11,0,5
Vermont,2004,28,0,0,1,0,0,8,0,2,0,0,2,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,5
Virginia,2004,310,4,0,15,1,0,109,0,1,0,0,21,0,3,0,16,9,0,23,3,0,3,0,10,1,0,0,16,6,0,3,0,0,55,0,36
Washington,2004,175,5,0,10,0,0,71,0,1,0,0,25,0,1,0,13,6,0,6,4,0,0,0,5,0,0,0,11,3,0,0,0,0,14,0,30
West Virginia,2004,45,0,0,0,0,0,20,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,1,1,0,0,0,16,0,5
Wisconsin,2004,38,1,0,4,0,2,15,0,0,0,0,4,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,9
Wyoming,2004,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Alaska,2005,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arizona,2005,194,2,0,4,0,0,66,0,0,0,0,24,0,0,0,22,9,0,18,5,0,0,0,6,3,0,0,10,4,0,2,0,0,13,0,35
Arkansas,2005,135,7,0,5,1,8,39,0,2,0,0,5,0,1,0,10,1,0,2,1,0,1,0,4,1,0,0,1,0,0,3,0,0,42,0,15
California,2005,1380,2,0,50,1,4,490,0,10,0,0,161,0,1,0,147,12,0,141,40,0,0,0,61,6,0,0,89,26,3,10,0,0,77,0,254
Colorado,2005,125,1,0,6,0,0,41,0,1,0,0,8,0,0,0,22,2,0,14,3,0,1,0,3,0,0,0,5,4,0,1,0,0,8,0,16
Connecticut,2005,103,0,0,3,0,0,42,0,1,0,0,3,0,0,0,10,0,0,19,3,0,2,0,0,0,0,0,6,0,1,0,0,0,10,0,9
Delaware,2005,49,0,0,1,0,0,25,0,2,0,0,5,0,0,0,5,1,0,4,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,6
District of Columbia,2005,49,0,0,0,0,0,2,0,0,0,0,25,0,0,0,2,1,0,2,5,0,0,0,0,1,0,0,2,1,0,2,0,0,5,0,31
Florida,2005,231,0,0,3,0,0,68,0,1,0,0,0,0,2,0,0,3,0,27,0,0,0,0,2,0,0,0,53,3,0,0,0,0,40,0,29
Georgia,2005,17,0,0,0,0,0,4,0,0,0,0,7,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
Idaho,2005,28,3,0,1,0,0,5,0,1,0,0,1,0,0,0,5,0,0,1,1,0,0,0,1,0,0,0,1,2,0,0,0,0,4,0,4
Illinois,2005,168,0,0,2,0,0,79,0,4,0,0,20,0,0,0,7,1,0,17,4,0,0,0,2,0,0,0,3,0,1,1,0,0,23,0,28
Indiana,2005,54,0,0,2,0,0,22,0,0,0,0,6,0,0,0,5,0,0,2,3,0,0,0,0,1,0,0,2,0,0,1,0,0,8,0,11
Iowa,2005,31,0,0,0,0,0,18,0,0,0,0,4,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,4
Kansas,2005,73,1,0,2,1,0,38,0,0,0,0,3,0,0,0,5,0,0,0,2,0,0,0,3,1,0,0,9,1,1,0,0,0,2,0,9
Kentucky,2005,46,0,0,1,0,0,24,0,0,0,0,4,0,1,0,5,0,0,2,3,0,0,0,2,0,0,0,2,0,1,0,0,0,1,0,7
Louisiana,2005,17,0,0,0,0,0,8,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,3,0,1
Maine,2005,57,0,0,1,0,2,16,0,0,0,0,13,0,0,0,1,1,0,8,2,0,0,0,1,1,0,0,2,1,0,1,0,0,3,0,21
Maryland,2005,195,0,0,0,0,0,109,0,1,0,0,7,0,0,0,5,3,0,45,2,0,0,0,9,1,0,0,0,0,0,2,0,0,9,0,11
