state,year,total_incidents,anti_american_indian_or_alaska_native,anti_arab,anti_asian,anti_atheism_agnosticism,anti_bisexual,anti_black_or_african_american,anti_buddhist,anti_catholic,anti_eastern_orthodox_russian_greek_other,anti_female,anti_gay_male,anti_gender_non_conforming,anti_heterosexual,anti_hindu,anti_hispanic_or_latino,anti_islamic_muslim,anti_jehovahs_witness,anti_jewish,anti_lesbian_female,anti_male,anti_mental_disability,anti_mormon,anti_multiple_races_group,anti_multiple_religions_group,anti_native_hawaiian_or_other_pacific_islander,anti_other_christian,anti_other_race_ethnicity_ancestry,anti_other_religion,anti_physical_disability,anti_protestant,anti_sikh,anti_transgender,anti_white,unknown_motivation,anti_lgbtq_grouped
Massachusetts,2005,374,1,0,18,0,0,119,0,6,0,0,57,0,0,0,21,7,0,37,7,0,2,0,0,0,0,0,35,3,1,1,0,0,60,0,63
Michigan,2005,607,8,0,8,0,1,229,0,0,0,0,27,0,2,0,25,25,0,13,8,0,4,0,11,3,0,0,24,5,1,8,0,0,187,0,55
Minnesota,2005,206,5,0,11,0,0,72,0,1,0,0,22,0,0,0,24,3,0,17,5,0,0,0,0,0,0,0,23,4,3,0,0,0,16,0,27
Missouri,2005,78,0,0,0,0,0,50,0,0,0,0,8,0,1,0,1,0,0,4,1,0,0,0,5,0,0,0,0,1,0,0,0,0,5,0,11
Montana,2005,65,11,0,0,0,1,4,0,2,0,0,3,0,1,0,5,1,0,1,0,0,7,0,1,0,0,0,3,1,1,0,0,0,21,0,6
Nebraska,2005,71,7,0,2,0,0,17,0,1,0,0,8,0,0,0,4,3,0,7,0,0,0,0,4,1,0,0,7,0,2,0,0,0,6,0,10
Nevada,2005,77,1,0,3,0,0,15,0,0,0,0,7,0,0,0,18,3,0,10,0,0,1,0,5,0,0,0,3,1,0,0,0,0,9,0,8
New Hampshire,2005,33,0,0,2,0,0,7,0,0,0,0,5,0,0,0,4,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,8
New Jersey,2005,738,1,0,18,0,1,280,0,8,0,0,28,0,1,0,36,15,0,248,12,0,3,0,5,0,0,0,37,8,2,2,0,0,32,0,42
New Mexico,2005,18,4,0,1,0,0,6,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1
New York,2005,498,1,0,15,0,1,123,0,16,0,0,53,0,0,0,13,10,0,181,12,0,0,0,6,0,0,0,18,6,0,1,0,0,37,0,71
North Carolina,2005,89,0,0,1,0,0,49,0,0,0,0,5,0,0,0,6,0,0,3,0,0,0,0,7,0,0,0,4,4,0,0,0,0,5,0,10
North Dakota,2005,12,4,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Ohio,2005,191,0,0,4,0,1,77,0,2,0,0,10,0,0,0,9,7,0,8,3,0,6,0,3,1,0,0,23,2,0,0,0,0,22,0,27
Oklahoma,2005,41,2,0,1,0,0,23,0,0,0,0,1,0,0,0,4,1,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,3,0,2
Oregon,2005,138,0,0,4,0,0,41,0,0,0,0,18,0,0,0,18,3,0,8,3,0,0,0,14,1,0,0,12,0,0,0,0,0,11,0,26
Pennsylvania,2005,80,0,0,1,0,0,37,0,0,0,0,4,0,0,0,6,1,0,19,0,0,0,0,2,1,0,0,2,0,1,0,0,0,5,0,5
Rhode Island,2005,15,0,0,0,0,0,5,0,2,0,0,2,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
South Carolina,2005,98,2,0,0,0,0,36,0,0,0,0,3,0,1,0,8,5,0,5,4,0,5,0,2,6,0,0,2,3,2,0,0,0,10,0,11
South Dakota,2005,9,2,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Tennessee,2005,120,1,0,4,1,0,51,0,0,0,0,10,0,1,0,11,2,0,5,4,0,0,0,7,3,0,0,0,4,0,4,0,0,12,0,14
Texas,2005,264,0,0,7,0,2,89,0,0,0,0,42,0,1,0,24,9,0,18,9,0,0,0,3,2,0,0,19,3,0,4,0,0,23,0,62
Utah,2005,41,2,0,1,0,0,9,0,0,0,0,5,0,1,0,6,0,0,0,1,0,0,0,2,0,0,0,3,4,0,2,0,0,5,0,6
Vermont,2005,34,1,0,2,0,1,9,0,0,0,0,2,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,2,1,0,1,0,0,5,0,8
Virginia,2005,293,1,0,12,0,1,112,0,4,0,0,25,0,5,0,15,4,0,19,4,0,2,0,6,4,0,0,16,1,0,5,0,0,49,0,39
Washington,2005,171,2,0,12,0,0,75,0,0,0,0,19,0,0,0,14,2,0,7,6,0,0,0,6,2,0,0,7,4,0,2,0,0,12,0,26
West Virginia,2005,46,0,0,0,0,1,15,0,1,0,0,2,0,0,0,1,2,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0,5
Wisconsin,2005,45,4,0,0,0,0,18,0,0,0,0,4,0,0,0,5,0,0,4,0,0,0,0,1,0,0,0,5,0,0,0,0,0,3,0,5
Wyoming,2005,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Alaska,2006,6,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Arizona,2006,169,3,0,2,0,0,46,0,0,0,0,21,0,0,0,30,7,0,15,4,0,1,0,7,3,0,0,13,4,0,3,0,0,6,0,29
Arkansas,2006,113,0,0,3,0,6,36,0,0,0,0,2,0,0,0,6,0,0,1,1,0,2,0,5,0,0,0,0,1,0,1,0,0,47,0,11
California,2006,1297,4,0,52,1,3,432,0,11,0,0,163,0,0,0,153,14,0,129,23,0,2,0,45,14,0,0,94,22,1,13,0,0,64,0,246
Colorado,2006,140,0,0,1,0,0,35,0,2,0,0,11,0,0,0,16,5,0,16,1,0,1,0,9,8,0,0,4,6,1,5,0,0,15,0,16
Connecticut,2006,127,0,0,2,0,0,38,0,1,0,0,15,0,5,0,12,0,0,23,5,0,0,0,4,1,0,0,3,1,2,0,0,0,10,0,25
Delaware,2006,49,0,0,0,0,0,26,0,0,0,0,4,0,0,0,5,0,0,3,2,0,0,0,1,0,0,0,0,2,1,1,0,0,2,0,8
District of Columbia,2006,57,0,0,0,0,0,8,0,0,0,0,27,0,2,0,1,1,0,2,4,0,0,0,0,0,0,0,3,2,1,0,0,0,3,0,34
Florida,2006,216,1,0,4,0,0,64,0,2,0,0,0,0,4,0,0,2,0,22,0,0,0,0,6,0,0,0,23,9,0,0,0,0,39,0,40
Georgia,2006,13,0,0,0,0,0,4,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4
Guam,2006,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Idaho,2006,22,0,0,0,0,0,7,0,0,0,0,1,0,0,0,5,0,0,1,0,0,1,0,1,0,0,0,2,1,0,0,0,0,1,0,3
Illinois,2006,156,0,0,5,0,0,67,0,1,0,0,18,0,0,0,5,4,0,18,7,0,0,0,10,1,0,0,6,1,0,0,0,0,9,0,29
Indiana,2006,40,0,0,2,0,0,12,0,0,0,0,8,0,1,0,5,0,0,3,1,0,0,0,1,0,0,0,2,0,0,0,0,0,4,0,10
Iowa,2006,29,0,0,0,0,0,11,0,0,0,0,3,0,0,0,1,0,0,3,4,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,9
Kansas,2006,111,0,0,1,0,0,48,0,1,0,0,6,0,0,0,17,1,0,2,1,0,0,0,5,6,0,0,3,2,0,1,0,0,13,0,12
Kentucky,2006,66,1,0,1,0,0,27,0,1,0,0,11,0,0,0,6,4,0,1,0,0,0,0,1,2,0,0,3,0,0,1,0,0,6,0,12
Louisiana,2006,22,1,0,0,0,0,9,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,0,2
Maine,2006,57,0,0,0,0,0,24,0,0,0,0,13,0,0,0,1,3,0,3,2,0,1,0,1,1,0,0,3,0,0,2,0,0,2,0,16
Maryland,2006,212,0,0,4,0,0,109,0,1,0,0,12,0,0,0,6,1,0,45,0,0,0,0,10,0,0,0,6,4,0,1,0,0,12,0,13
Massachusetts,2006,384,0,0,23,0,0,106,0,5,0,0,62,0,0,0,37,11,0,62,10,0,1,0,0,0,0,0,18,1,1,6,0,0,40,0,73
Michigan,2006,614,4,0,6,3,0,208,0,8,0,0,26,0,1,0,23,36,0,15,12,0,2,0,12,4,0,0,25,4,0,3,0,0,210,0,50
Minnesota,2006,137,4,0,5,0,0,44,0,1,0,0,14,0,4,0,0,5,0,7,2,0,0,0,29,0,0,0,6,0,0,0,0,0,16,0,16
Missouri,2006,82,0,0,1,0,0,40,0,1,0,0,7,0,0,0,4,2,0,8,1,0,1,0,0,0,0,0,4,1,1,0,0,0,10,0,9
Montana,2006,24,5,0,1,0,0,4,0,0,0,0,0,0,0,0,1,2,0,2,1,0,1,0,0,0,0,0,2,1,0,0,0,0,4,0,1
Nebraska,2006,56,0,0,3,0,0,19,0,0,0,0,2,0,1,0,11,1,0,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,12,0,4
Nevada,2006,125,0,0,3,0,0,33,0,1,0,0,10,0,0,0,39,0,0,10,3,0,0,0,5,0,0,0,7,2,0,0,0,0,12,0,13
New Hampshire,2006,38,0,0,1,0,0,8,0,1,0,0,5,0,0,0,1,3,0,12,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10
New Jersey,2006,760,1,0,13,0,4,301,0,5,0,0,43,0,2,0,31,9,0,221,17,0,2,0,19,0,0,0,53,8,2,0,0,0,25,0,68
New Mexico,2006,20,3,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,3,0,0,0,0,1,0,0,4,0,0,0,0,0,3,0,5
New York,2006,522,2,0,9,0,1,115,0,11,0,0,61,0,0,0,18,21,0,210,10,0,0,0,1,1,0,0,24,8,0,0,0,0,18,0,85
North Carolina,2006,100,0,0,3,0,0,58,0,1,0,0,8,0,0,0,8,1,0,2,0,0,0,0,7,1,0,0,1,0,0,0,0,0,9,0,9
North Dakota,2006,16,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,4,0,0
Ohio,2006,305,2,0,5,1,1,125,0,1,0,0,17,0,5,0,13,5,0,14,5,0,6,0,8,3,0,0,31,6,2,2,0,0,47,0,29
Oklahoma,2006,51,2,0,1,0,0,19,0,1,0,0,6,0,0,0,4,3,0,1,1,0,0,0,2,0,0,0,2,0,1,3,0,0,5,0,7
Oregon,2006,144,1,0,3,0,0,44,0,0,0,0,16,0,1,0,15,0,0,17,3,0,0,0,11,4,0,0,8,7,0,0,0,0,9,0,24
Pennsylvania,2006,86,1,0,1,0,0,41,0,0,0,0,8,0,0,0,2,0,0,13,2,0,0,0,2,1,0,0,1,3,0,0,0,0,9,0,12
Rhode Island,2006,19,0,0,0,0,0,5,0,3,0,0,2,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4
South Carolina,2006,82,1,0,1,0,0,33,0,0,0,0,5,0,0,0,4,0,0,0,2,0,6,0,0,6,0,0,3,2,0,0,0,0,8,0,18
South Dakota,2006,88,5,0,0,0,0,13,0,1,0,0,4,0,1,0,8,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,48,0,7
Tennessee,2006,206,2,0,5,0,2,66,0,2,0,0,23,0,2,0,12,1,0,19,9,0,2,0,5,4,0,0,10,6,1,5,0,0,22,0,42
Texas,2006,243,0,0,4,0,0,92,0,1,0,0,37,0,0,0,33,5,0,15,4,0,1,0,3,1,0,0,13,3,0,2,0,0,23,0,47
Utah,2006,37,2,0,1,0,1,4,0,2,0,0,2,0,0,0,7,0,0,1,1,0,0,0,0,0,0,0,3,2,0,1,0,0,6,0,8
Vermont,2006,27,1,0,0,0,1,6,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7,1,0,0,0,0,1,0,9
Virginia,2006,341,3,0,8,2,0,135,0,5,0,0,19,0,1,0,18,4,0,20,7,0,30,0,8,6,0,0,6,5,2,5,0,0,46,0,37
Washington,2006,177,1,0,6,0,0,61,0,0,0,0,25,0,0,0,12,4,0,19,4,0,2,0,10,3,0,0,9,3,0,1,0,0,9,0,37
West Virginia,2006,35,0,0,0,0,0,15,0,0,0,0,4,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,8,0,8
Wisconsin,2006,85,4,0,2,0,1,26,0,5,0,0,10,0,1,0,9,0,0,3,1,0,1,0,1,0,0,0,6,2,0,2,0,0,11,0,12
Wyoming,2006,5,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Alabama,2007,7,0,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Alaska,2007,8,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Arizona,2007,161,1,0,5,0,0,57,0,0,0,0,24,0,0,0,18,2,0,15,2,0,0,0,13,1,0,0,11,4,1,0,0,0,6,0,27
Arkansas,2007,33,1,0,3,0,0,14,0,0,0,0,4,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
California,2007,1400,1,0,54,2,2,496,0,10,0,0,132,0,2,0,160,13,0,135,26,0,1,0,50,9,0,0,96,24,2,11,0,0,73,0,261
Colorado,2007,158,4,0,7,0,1,46,0,0,0,0,21,0,0,0,27,4,0,7,4,0,1,0,4,0,0,0,8,3,1,0,0,0,14,0,32
Connecticut,2007,144,2,0,4,0,0,50,0,4,0,0,10,0,2,0,5,1,0,26,2,0,0,0,7,0,0,0,9,2,1,1,0,0,10,0,20
Delaware,2007,49,0,0,0,0,0,23,0,0,0,0,3,0,1,0,9,1,0,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,6
District of Columbia,2007,41,0,0,0,0,0,2,0,0,0,0,26,0,0,0,0,1,0,6,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,29
Florida,2007,166,0,0,2,0,0,55,0,1,0,0,0,0,0,0,10,1,0,19,0,0,0,0,5,0,0,0,19,4,0,1,0,0,24,0,25
Georgia,2007,13,0,0,0,0,0,3,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6
Idaho,2007,38,1,0,0,0,0,13,0,1,0,0,3,0,0,0,3,0,0,0,1,0,0,0,1,1,0,0,3,4,0,0,0,0,3,0,8
Illinois,2007,167,0,0,1,1,1,69,0,2,0,0,15,0,0,0,10,0,0,16,4,0,2,0,4,2,0,0,11,0,0,0,0,0,20,0,29
Indiana,2007,41,0,0,1,0,0,15,0,0,0,0,0,0,0,0,3,1,0,6,2,0,0,0,3,0,0,0,1,1,0,1,0,0,7,0,3
Iowa,2007,28,0,0,0,0,0,15,0,0,0,0,5,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5
Kansas,2007,111,1,0,1,0,0,46,0,1,0,0,10,0,0,0,10,3,0,1,1,0,0,0,4,4,0,0,5,3,1,1,0,0,11,0,19
Kentucky,2007,49,0,0,0,0,1,29,0,0,0,0,6,0,2,0,3,1,0,2,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,8
Louisiana,2007,31,6,0,0,0,0,12,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,2,1,0,0,0,0,3,0,2
Maine,2007,72,2,0,0,0,1,30,0,2,0,0,13,0,0,0,2,1,0,2,3,0,0,0,0,1,0,0,3,1,0,0,0,0,6,0,22
Maryland,2007,151,0,0,4,0,0,61,0,0,0,0,14,0,1,0,5,0,0,35,4,0,0,0,11,1,0,0,4,0,0,4,0,0,7,0,18
Massachusetts,2007,353,0,0,12,0,0,116,0,1,0,0,70,0,0,0,20,2,0,53,10,0,1,0,0,0,0,0,22,1,1,1,0,0,43,0,80
Michigan,2007,636,3,0,16,0,6,226,0,2,0,0,36,0,2,0,19,30,0,22,7,0,4,0,6,6,0,0,34,8,1,6,0,0,180,0,72
Minnesota,2007,157,5,0,6,0,1,48,0,1,0,0,16,0,0,0,21,4,0,9,9,0,0,0,2,0,0,0,11,4,2,0,0,0,17,0,27
Missouri,2007,114,0,0,1,0,0,69,0,0,0,0,8,0,0,0,6,1,0,10,0,0,0,0,2,0,0,0,4,1,1,0,0,0,10,0,9
Montana,2007,21,1,0,0,0,0,2,0,0,0,0,4,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,3,1,0,0,0,0,4,0,6
Nebraska,2007,45,1,0,3,0,0,15,0,0,0,0,6,0,0,0,5,1,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,9
Nevada,2007,63,1,0,1,0,0,18,0,0,0,0,7,0,0,0,14,3,0,10,0,0,0,0,1,0,0,0,0,2,0,1,0,0,4,0,8
New Hampshire,2007,48,1,0,0,0,0,17,0,0,0,0,5,0,2,0,3,0,0,10,3,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,10
New Jersey,2007,748,2,0,17,0,0,293,0,1,0,0,58,0,4,0,37,10,0,229,14,0,3,0,6,0,0,0,27,4,2,1,0,0,31,0,81
New Mexico,2007,14,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1
New York,2007,498,0,0,9,0,0,83,0,10,0,0,60,0,0,0,9,9,0,232,6,0,0,0,18,4,0,0,14,12,1,4,0,0,19,0,74
North Carolina,2007,75,0,0,0,0,0,39,0,0,0,0,6,0,0,0,12,0,0,4,2,0,0,0,2,0,0,0,1,1,0,1,0,0,5,0,10
North Dakota,2007,14,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2
Ohio,2007,306,0,0,2,1,3,113,0,5,0,0,26,0,2,0,20,4,0,12,3,0,14,0,2,1,0,0,23,3,1,1,0,0,50,0,52
Oklahoma,2007,30,0,0,1,0,0,18,0,0,0,0,2,0,0,0,2,0,0,1,1,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,3
Oregon,2007,169,1,0,4,0,1,46,0,1,0,0,20,0,0,0,19,4,0,11,4,0,0,0,20,7,0,0,8,3,1,1,0,0,6,0,37
Pennsylvania,2007,78,0,0,2,0,1,29,0,0,0,0,5,0,0,0,1,1,0,22,1,0,0,0,3,0,0,0,3,2,0,0,0,0,2,0,13
Rhode Island,2007,49,4,0,4,0,2,9,0,4,0,0,2,0,1,0,8,0,0,1,0,0,0,0,3,0,0,0,5,0,0,0,0,0,2,0,8
South Carolina,2007,117,1,0,1,1,0,45,0,0,0,0,10,0,0,0,11,3,0,1,1,0,3,0,4,7,0,0,2,1,0,2,0,0,19,0,17
South Dakota,2007,37,7,0,0,2,0,5,0,1,0,0,0,0,0,0,3,0,0,2,0,0,0,0,2,0,0,0,6,1,0,0,0,0,7,0,1
Tennessee,2007,239,1,0,4,0,2,81,0,2,0,0,29,0,2,0,29,2,0,10,9,0,1,0,1,1,0,0,9,10,3,6,0,0,30,0,47
Texas,2007,242,1,0,6,0,0,102,0,0,0,0,38,0,0,0,32,4,0,12,6,0,0,0,3,0,0,0,14,3,0,1,0,0,18,0,46
Utah,2007,57,2,0,1,0,0,8,0,3,0,0,4,0,0,0,8,1,0,0,3,0,0,0,3,0,0,0,5,9,0,2,0,0,6,0,9
Vermont,2007,21,0,0,0,0,0,8,0,0,0,0,3,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6
Virginia,2007,296,0,0,6,0,0,110,0,7,0,0,19,0,1,0,20,4,0,23,6,0,6,0,13,9,0,0,14,5,0,2,0,0,44,0,32
Washington,2007,196,1,0,8,0,1,75,0,1,0,0,32,0,0,0,16,2,0,6,2,0,0,0,6,1,0,0,18,5,1,2,0,0,15,0,39
West Virginia,2007,44,0,0,0,0,0,22,0,0,0,0,5,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,10
Wisconsin,2007,69,1,0,2,0,0,17,0,0,0,0,5,0,0,0,6,1,0,2,2,0,0,0,6,0,0,0,5,3,0,0,0,0,17,0,9
Wyoming,2007,21,0,0,1,0,0,8,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5
Alabama,2008,11,0,0,0,0,0,5,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
Alaska,2008,8,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
Arizona,2008,185,4,0,3,0,0,55,0,2,0,0,21,0,0,0,36,4,0,22,4,0,0,0,10,0,0,0,10,5,0,1,0,0,8,0,25
Arkansas,2008,92,0,0,0,0,1,41,0,0,0,0,4,0,7,0,5,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,25,0,11
California,2008,1382,1,0,37,1,2,457,0,12,0,0,154,0,3,0,147,11,0,184,22,0,2,0,47,15,0,0,69,63,2,8,0,0,42,0,281
Colorado,2008,164,2,0,4,0,1,55,0,3,0,0,12,0,0,0,22,0,0,13,4,0,0,0,4,2,0,0,12,7,2,2,0,0,12,0,24
Connecticut,2008,179,3,0,3,0,0,71,0,6,0,0,12,0,1,0,13,1,0,21,3,0,0,0,5,2,0,0,11,3,0,0,0,0,18,0,21
Delaware,2008,62,0,0,0,0,0,26,0,0,0,0,3,0,1,0,6,2,0,10,1,0,0,0,2,1,0,0,0,2,1,0,0,0,6,0,5
District of Columbia,2008,42,0,0,1,0,1,3,0,0,0,0,24,0,0,0,1,1,0,0,4,0,0,0,1,0,0,0,2,0,0,0,0,0,3,0,30
Florida,2008,153,1,0,0,0,0,51,0,2,0,0,0,0,0,0,10,0,0,26,0,0,1,0,8,0,0,0,7,3,0,4,0,0,9,0,31
Georgia,2008,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,3
Idaho,2008,30,0,0,0,0,1,11,0,0,0,0,1,0,0,0,5,0,0,2,0,0,0,0,1,0,0,0,4,1,0,0,0,0,3,0,3
Illinois,2008,120,0,0,2,0,0,55,0,0,0,0,16,0,0,0,9,2,0,15,0,0,1,0,2,0,0,0,3,1,0,0,0,0,7,0,23
Indiana,2008,61,1,0,2,0,0,31,0,1,0,0,10,0,0,0,3,1,0,1,2,0,1,0,0,0,0,0,1,0,2,0,0,0,5,0,12
Iowa,2008,33,0,0,0,0,0,19,0,0,0,0,3,0,1,0,2,0,0,3,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,4
Kansas,2008,115,1,0,2,0,2,50,0,0,0,0,12,0,1,0,7,4,0,6,1,0,0,0,0,1,0,0,4,1,0,0,0,0,16,0,22
Kentucky,2008,79,0,0,1,0,0,44,0,1,0,0,12,0,0,0,3,0,0,2,1,0,2,0,1,1,0,0,3,1,1,0,0,0,4,0,15
Louisiana,2008,67,0,0,0,0,0,29,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,31,0,3
Maine,2008,63,0,0,2,0,0,24,0,1,0,0,15,0,0,0,2,0,0,7,2,0,0,0,2,0,0,0,1,0,0,0,0,0,4,0,20
Maryland,2008,100,0,0,1,0,0,52,0,0,0,0,10,0,0,0,6,1,0,21,1,0,0,0,0,3,0,0,1,2,0,0,0,0,2,0,11
Massachusetts,2008,336,0,0,17,0,0,109,0,4,0,0,56,0,0,0,20,6,0,51,11,0,5,0,0,0,0,0,15,0,0,0,0,0,42,0,67
Michigan,2008,577,3,0,6,0,3,206,0,4,0,0,29,0,8,0,26,14,0,24,8,0,4,0,16,3,0,0,22,5,3,2,0,0,173,0,57
Minnesota,2008,164,3,0,9,0,0,66,0,0,0,0,24,0,0,0,14,2,0,7,6,0,0,0,0,0,0,0,10,4,1,0,0,0,18,0,30
Mississippi,2008,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Missouri,2008,99,1,0,0,0,1,49,0,0,0,0,9,0,0,0,5,0,0,5,2,0,0,0,4,0,0,0,1,0,0,4,0,0,16,0,14
Montana,2008,28,0,0,0,0,1,6,0,1,0,0,4,0,0,0,3,0,0,1,2,0,1,0,2,1,0,0,3,1,0,1,0,0,1,0,7
Nebraska,2008,100,0,0,1,0,0,41,0,1,0,0,8,0,0,0,6,0,0,6,2,0,0,0,7,1,0,0,6,2,0,0,0,0,14,0,15
Nevada,2008,94,0,0,3,0,0,36,0,1,0,0,9,0,0,0,16,1,0,16,3,0,0,0,0,0,0,0,2,1,0,0,0,0,5,0,13
New Hampshire,2008,45,0,0,1,0,0,24,0,0,0,0,7,0,0,0,0,1,0,3,4,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,11
New Jersey,2008,744,3,0,8,0,0,296,0,8,0,0,60,0,2,0,30,11,0,230,11,0,2,0,8,0,0,0,25,15,0,1,0,0,25,0,80
New Mexico,2008,9,1,0,0,0,0,3,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
New York,2008,605,2,0,5,2,6,149,0,11,0,0,61,0,3,0,24,8,0,228,8,0,0,0,20,3,0,0,27,15,1,2,0,0,22,0,83
North Carolina,2008,124,0,0,0,0,1,61,0,0,0,0,8,0,0,0,10,5,0,8,1,0,0,0,10,0,0,0,1,1,1,0,0,0,17,0,12
North Dakota,2008,16,4,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3
Ohio,2008,355,2,0,2,0,2,136,0,2,0,0,28,0,1,0,19,6,0,11,4,0,29,0,4,1,0,0,24,6,1,4,0,0,50,0,57
Oklahoma,2008,54,1,0,0,0,0,34,0,0,0,0,4,0,0,0,4,0,0,1,1,0,0,0,1,0,0,0,1,1,0,2,0,0,3,0,6
Oregon,2008,191,1,0,3,0,0,67,0,1,0,0,24,0,0,0,17,5,0,24,6,0,1,0,12,4,0,0,5,2,1,6,0,0,7,0,35
Pennsylvania,2008,70,0,0,1,1,0,32,0,0,0,0,4,0,0,0,3,2,0,8,2,0,0,0,2,0,0,0,3,3,0,0,0,0,8,0,7
Rhode Island,2008,35,1,0,0,8,0,4,0,1,0,0,6,0,0,0,1,0,0,3,2,0,0,0,2,0,0,0,2,0,0,0,0,0,3,0,10
South Carolina,2008,154,0,0,1,0,0,58,0,1,0,0,15,0,0,0,9,0,0,5,1,0,3,0,4,15,0,0,2,5,2,1,0,0,26,0,22
South Dakota,2008,44,10,0,0,0,2,5,0,1,0,0,0,0,0,0,3,0,0,2,1,0,0,0,1,5,0,0,4,1,1,0,0,0,4,0,7
Tennessee,2008,270,3,0,4,0,2,97,0,5,0,0,17,0,1,0,19,8,0,8,11,0,6,0,5,3,0,0,12,12,3,6,0,0,32,0,46
